Indicator,Year,Full Name,FIPS,Population,All Prev Cases,All Prev Rates,F Prev Cases,F Prev Rates,M Prev Cases,M Prev Rates,13-24 Prev Cases,13-24 Prev Rates,25-34 Prev Cases,25-34 Prev Rates,35-44 Prev Cases,35-44 Prev Rates,45-54 Prev Cases,45-54 Prev Rates,55+ Prev Cases,55+ Prev Rates,AI_AN Prev Cases,AI_AN Prev Rates,Asian Prev Cases,Asian Prev Rates,Black Prev Cases,Black Prev Rates,Latino Prev Cases,Latino Prev Rates,Multi Prev Cases,Multi Prev Rates,NH_OPI Prev Cases,NH_OPI Prev Rates,White Prev Cases,White Prev Rates,M2F Prev Cases,ID Prev Cases,M2M Prev Cases,M2MID Prev Cases,O Prev Cases
HIV prevalence,2012,Denton County TX,48121.0,570436,884,155,180,61.5,704,253.3,50,40.7,120,112.7,262,230,315,306.1,137,110.1,0,0,16,40.2,235,473.5,173,180.1,60,714.9,0,0,400,107.1,178,62,584,43,17
HIV prevalence,2011,Denton County TX,48121.0,550097,871,158.3,175,62,696,259.8,49,40.7,123,119.4,280,252.5,304,304,115,99.2,0,0,15,40.1,217,467.3,179,195.2,57,729.6,0,0,403,110.8,182,57,576,43,14
HIV prevalence,2010,Denton County TX,48121.0,532946,827,155.2,167,61.1,660,254.3,40,33.7,134,133.3,265,244.1,283,292.2,105,97,0,0,13,37,196,445.9,174,198,58,775.9,0,0,386,108.6,165,61,546,42,13
HIV prevalence,2009,Denton County TX,48121.0,525710,623,118.5,112,42.3,511,195.8,33,30.4,112,99.2,201,182.6,205,217.2,72,72.3,0,0,12,40.6,132,319.2,124,149.8,44,706.5,0,0,311,85.8,109,50,418,38,9
HIV prevalence,2008,Denton County TX,48121.0,508551,579,113.9,107,41.8,472,187.1,28,26.5,110,98.9,189,174.2,196,218.7,56,59.8,0,0,11,39.1,121,307.5,103,131.2,45,770.9,0,0,299,84.6,100,51,382,38,8
HIV prevalence,2017,Denver County CO,8031.0,600247,5519,919.5,462,153.8,5057,1686,73,79.8,593,364.6,863,772.1,1603,1957.3,2387,1565.9,,,42,178.5,805,1524.4,1223,746.7,119,1037,,,3269,948.1,475,320,4046,649,30
HIV prevalence,2016,Denver County CO,8031.0,590203,5567,943.2,471,159.6,5096,1727.4,80,87.7,601,378.5,904,826.4,1763,2179,2219,1479.9,,,46,202,823,1562.3,1220,754.4,119,1075.4,,,3300,975.8,492,333,4042,673,27
HIV prevalence,2015,Denver County CO,8031.0,576456,5591,969.9,468,162.1,5123,1780.3,74,82,557,363.9,952,890.4,1895,2388.2,2113,1439.1,28,880.2,42,192.3,792,1516.9,1230,774.3,114,1096.2,5,849.9,3353,1018,483,349,4021,712,26
HIV prevalence,2014,Denver County CO,8031.0,558527,5516,987.6,453,161.5,5063,1820.6,75,84.4,558,381.5,1011,977.9,1937,2503.1,1935,1356.8,,,38,182.6,746,1453.4,1228,791.8,101,1025.6,,,3345,1052.8,461,351,3990,691,23
HIV prevalence,2013,Denver County CO,8031.0,544392,5409,993.6,439,160.5,4970,1834.5,59,67.4,566,398.6,1016,1007.3,2016,2661.5,1752,1267.2,,,34,171,730,1446.4,1191,788.6,90,948.5,,,3304,1066.2,456,344,3928,662,20
HIV prevalence,2012,Denver County CO,8031.0,531048,5413,1019.3,443,165.9,4970,1882,75,85.6,563,410.1,1109,1136.4,2069,2773.2,1597,1192.7,,,35,183.5,740,1487.6,1177,795.7,95,1052.6,,,3307,1096,443,355,3904,691,20
HIV prevalence,2011,Denver County CO,8031.0,517783,5343,1031.9,430,165.2,4913,1908.3,78,87.4,554,421,1161,1236.6,2112,2865.2,1438,1111.8,,,36,197.5,731,1498.3,1151,794.4,96,1118.5,,,3274,1114.3,432,356,3836,700,19
HIV prevalence,2010,Denver County CO,8031.0,503351,5267,1046.4,425,168.2,4842,1931,84,92.3,559,450.1,1234,1363.3,2065,2839.9,1325,1060.8,,,34,197,716,1483.4,1115,789.8,98,1186.5,,,3248,1140,420,366,3767,696,18
HIV prevalence,2009,Denver County CO,8031.0,498308,5697,1143.3,404,163.9,5293,2102.2,78,96.4,544,407.1,1520,1667.7,2248,3134.1,1307,1081,,,35,215.2,720,1548.4,1142,765.9,137,2153.1,,,3599,1304.5,392,393,4073,809,30
HIV prevalence,2008,Denver County CO,8031.0,486376,5625,1156.5,402,167,5223,2126.5,83,103.1,556,433.5,1667,1883.9,2178,3061.9,1141,966.8,,,32,203.8,709,1533.6,1108,764.6,136,2189.7,,,3577,1328.4,385,404,4006,801,30
HIV prevalence,2017,Des Moines County IA,19057.0,32930,25,75.9,5,29.4,20,125.8,,,5,111.9,,,5,101.5,9,66.2,,,0,0,6,366.8,,,,,,,15,50.8,5,,17,0,
HIV prevalence,2016,Des Moines County IA,19057.0,33136,23,69.4,6,35.1,17,106.1,,,5,109.2,,,8,158.6,8,59.1,,,0,0,,,,,,,,,16,53.7,5,,14,0,
HIV prevalence,2015,Des Moines County IA,19057.0,33276,28,84.1,5,29.2,23,142.6,,,7,151.6,,,9,172.8,8,59.8,,,,,,,,,,,,,19,63.3,,,17,,
HIV prevalence,2014,Des Moines County IA,19057.0,33426,21,62.8,5,29,16,98.7,0,0,,,,,,,9,68.1,,,0,0,,,0,0,,,,,16,52.8,,,13,0,
HIV prevalence,2013,Des Moines County IA,19057.0,33707,19,56.4,5,28.8,14,85.6,0,0,6,127.3,,,,,7,53.3,,,0,0,,,0,0,,,,,13,42.4,5,,10,,
HIV prevalence,2012,Des Moines County IA,19057.0,33562,18,53.6,,,,,,,5,106.2,0,0,7,125.3,,,,,0,0,,,0,0,,,,,11,35.9,,,8,,
HIV prevalence,2011,Des Moines County IA,19057.0,33390,16,47.9,,,,,,,,,,,5,86.7,,,,,0,0,,,0,0,,,,,8,26.2,,,8,,
HIV prevalence,2010,Des Moines County IA,19057.0,33519,16,47.7,,,,,,,,,,,8,135.6,,,,,0,0,5,352.2,0,0,,,,,8,26,,,8,,
HIV prevalence,2009,Des Moines County IA,19057.0,34244,20,58.4,6,33.8,14,84.9,,,,,5,104,8,133.6,,,,,0,0,6,492.2,,,,,,,10,31.7,8,,8,,0
HIV prevalence,2008,Des Moines County IA,19057.0,34056,20,58.7,6,34,14,85.3,,,5,103.6,6,121.7,7,117.1,,,,,0,0,6,502.1,,,,,,,10,31.7,8,,7,,0
HIV prevalence,2017,Deschutes County OR,41017.0,159729,122,76.4,18,22.2,104,132.5,,,16,66.2,22,90.2,30,125.8,,,0,0,,,,,14,127.2,,,0,0,101,71.2,20,13,77,,
HIV prevalence,2016,Deschutes County OR,41017.0,154038,119,77.3,17,21.7,102,135,,,19,82.7,21,90.2,26,111.2,,,0,0,,,,,14,134.3,,,0,0,99,72.2,19,11,77,,
HIV prevalence,2015,Deschutes County OR,41017.0,148114,117,79,18,23.8,99,136.5,0,0,15,69.1,23,101.8,35,154.2,44,75.7,0,0,,,,,14,143.9,,,0,0,98,74,19,12,76,11,0
HIV prevalence,2014,Deschutes County OR,41017.0,143776,110,76.5,18,24.5,92,130.8,5,22,10,47.8,26,117.1,35,157.1,34,61.1,0,0,,,,,15,160.2,,,0,0,91,70.7,18,16,64,,
HIV prevalence,2013,Deschutes County OR,41017.0,139651,119,85.2,21,29.4,98,143.5,,,16,78.9,30,137.9,40,180.1,,,0,0,,,,,15,167.7,,,0,0,99,79,18,22,66,,
HIV prevalence,2012,Deschutes County OR,41017.0,135803,112,82.5,19,27.4,93,140,,,12,60.5,29,136,38,170.7,,,0,0,,,,,13,152,,,0,0,93,76.2,17,21,59,,
HIV prevalence,2011,Deschutes County OR,41017.0,133876,101,75.4,17,24.9,84,128.1,,,8,40.3,31,146,31,137.7,,,0,0,,,,,13,154.5,,,0,0,82,68,14,20,53,,
HIV prevalence,2010,Deschutes County OR,41017.0,132046,104,78.8,19,28.3,85,131.2,,,13,65.4,31,146.4,33,145.2,,,,,,,,,13,158.9,,,0,0,83,69.7,15,21,51,,
HIV prevalence,2009,Deschutes County OR,41017.0,132747,73,55,12,17.8,61,93.2,5,22.4,8,38,25,117.6,20,85.6,15,33.5,,,,,,,10,147,,,,,57,47.1,12,12,39,,
HIV prevalence,2008,Deschutes County OR,41017.0,131803,70,53.1,12,18,58,89.3,5,21.9,7,33.2,23,107.4,21,89,14,32.7,,,,,,,9,134.8,,,,,56,46.6,12,10,37,,
HIV prevalence,2017,Desha County AR,5041.0,9553,16,167.5,,,,,,,,,,,5,379.4,5,127.8,,,,,12,276.2,0,0,,,,,,,7,0,8,0,0
HIV prevalence,2016,Desha County AR,5041.0,9688,17,175.5,5,96.5,12,266.4,,,,,,,6,428,6,154.2,,,,,13,297.7,0,0,,,,,,,8,0,8,0,0
HIV prevalence,2015,Desha County AR,5041.0,9804,20,204,5,94.5,15,332.2,,,,,,,7,480.4,5,128,,,,,15,334.1,0,0,,,,,,,8,,10,,0
HIV prevalence,2014,Desha County AR,5041.0,9978,22,220.5,6,111.6,16,347.8,,,,,,,6,396.3,6,153.6,,,,,18,396.3,0,0,,,,,,,9,,11,,0
HIV prevalence,2013,Desha County AR,5041.0,10145,19,187.3,7,127.7,12,257.3,0,0,,,,,9,557.6,,,,,,,16,345.6,0,0,,,,,,,10,0,8,0,0
HIV prevalence,2012,Desha County AR,5041.0,10207,19,186.1,6,109.3,13,275.5,0,0,,,5,378.2,8,463.2,,,,,,,17,360.6,0,0,,,,,,,9,,8,,0
HIV prevalence,2011,Desha County AR,5041.0,10315,19,184.2,7,126.6,12,250.9,,,,,5,369.5,9,494.2,,,,,,,15,318.7,0,0,,,,,,,10,,7,,0
HIV prevalence,2010,Desha County AR,5041.0,10513,16,152.2,6,106.3,10,205.5,,,0,0,6,419.9,7,367.5,,,,,,,13,270.4,0,0,,,,,,,9,,5,,0
HIV prevalence,2009,Desha County AR,5041.0,10797,13,120.4,,,,,,,,,,,,,,,,,,,9,180.9,0,0,,,,,,,5,,6,,0
HIV prevalence,2008,Desha County AR,5041.0,10929,13,118.9,,,,,,,,,5,326.8,,,,,,,,,9,180,0,0,,,,,,,5,,6,,0
HIV prevalence,2017,Desoto County MS,28033.0,146762,381,259.6,105,136.8,276,394.1,27,90.4,81,350.9,110,436.2,92,364,71,163.9,0,0,,,235,595.8,14,219.2,31,2198.1,,,99,102.1,120,14,232,,
HIV prevalence,2016,Desoto County MS,28033.0,143907,354,246,99,131.7,255,370.9,27,91.9,75,333.1,99,390.6,87,350.3,66,157.8,0,0,,,215,583.3,13,212.5,33,2491.7,,,92,94.7,114,16,206,,
HIV prevalence,2015,Desoto County MS,28033.0,141636,290,204.8,87,117.8,203,299.6,15,51.1,58,263.9,81,316.6,79,324.8,57,141.2,,,0,0,170,486.6,9,151.8,23,1802,,,88,90.7,93,14,168,,
HIV prevalence,2014,Desoto County MS,28033.0,139372,284,203.8,85,117.2,199,297.8,20,68.9,59,269.5,73,285.7,81,339.5,51,130.7,,,0,0,166,502.8,10,169.8,23,1895.3,,,85,87.7,86,16,165,,
HIV prevalence,2013,Desoto County MS,28033.0,136839,273,199.5,81,113.8,192,292.4,29,101.4,52,240.5,63,247.6,84,357.6,45,119.4,,,0,0,146,467.4,9,155.7,28,2390.4,,,90,93.4,81,17,152,18,6
HIV prevalence,2012,Desoto County MS,28033.0,134416,269,200.1,75,107.3,194,300.8,34,123.3,53,244,59,232,81,346.6,42,115.7,,,0,0,140,471.9,8,138.7,27,2468.8,,,94,98.2,80,15,150,19,5
HIV prevalence,2011,Desoto County MS,28033.0,131909,266,201.7,79,115.2,187,295.3,29,108.4,55,249,65,258.9,78,338,39,111.8,,,0,0,136,479.2,6,103.5,26,2460.7,,,98,103.6,84,18,143,16,5
HIV prevalence,2010,Desoto County MS,28033.0,129407,239,184.7,65,96.8,174,279.6,23,87.5,52,236.5,62,247.6,70,307.7,32,95.9,,,0,0,115,425.7,5,88.6,22,2231,,,97,103.5,70,16,133,16,5
HIV prevalence,2009,Desoto County MS,28033.0,126237,193,152.9,57,88.6,136,219.8,17,67.3,48,210.2,53,215.8,56,259.5,19,59.4,,,0,0,91,347.5,7,140.8,10,1001,,,85,92.2,60,11,110,,
HIV prevalence,2008,Desoto County MS,28033.0,123290,168,136.3,53,84.3,115,190.3,15,61.5,39,170.9,48,196.6,49,234,17,55.4,,,0,0,78,317.9,6,128.1,9,966.7,,,75,82.1,55,11,91,,
HIV prevalence,2017,Desoto County FL,12027.0,32173,139,432,29,213.3,110,592.2,,,11,209.2,27,600,45,1009.9,,,,,0,0,57,1469.2,36,381.6,,,,,43,233.8,45,11,73,,
HIV prevalence,2016,Desoto County FL,12027.0,31237,146,467.4,33,249.9,113,626.7,,,16,316.4,32,737.3,43,966.5,,,,,0,0,66,1741.2,36,400.6,,,,,41,227.7,47,9,78,,
HIV prevalence,2015,Desoto County FL,12027.0,30612,145,473.7,32,246.8,113,640.3,,,13,264.7,31,715.8,48,1094.1,,,,,0,0,64,1706.3,35,404.3,,,,,44,247.8,47,11,79,8,0
HIV prevalence,2014,Desoto County FL,12027.0,30215,128,423.6,30,232.5,98,566.1,5,89.7,11,225.4,26,621,43,999.3,43,381.4,,,0,0,57,1505.5,30,358.7,,,,,38,215.7,46,10,67,6,0
HIV prevalence,2013,Desoto County FL,12027.0,29710,137,461.1,31,244.8,106,621.9,6,108.5,19,394.6,30,726.6,51,1184.7,31,283.6,,,0,0,63,1676.8,33,402.6,,,,,37,213.9,47,13,71,6,0
HIV prevalence,2012,Desoto County FL,12027.0,29650,156,526.1,32,253.1,124,729,7,123,17,356.9,37,901.1,62,1434.9,33,306.4,,,0,0,73,1913.3,36,443.9,,,,,43,248.7,56,16,76,8,0
HIV prevalence,2011,Desoto County FL,12027.0,29366,158,538,36,289,122,721.5,10,172.6,21,442.9,39,964.4,54,1252,34,324.6,,,0,0,73,1951.8,34,426.1,5,2859.5,,,45,261,59,16,73,,
HIV prevalence,2010,Desoto County FL,12027.0,29336,150,511.3,33,264,117,694.9,11,185.5,22,472.6,39,939.5,45,1034.2,33,322,,,0,0,71,1902,32,406,,,,,42,242.2,54,18,68,,
HIV prevalence,2009,Desoto County FL,12027.0,29691,155,522,31,261.3,124,695.5,10,168.8,21,355.3,54,1280.8,42,1072.5,28,288,,,0,0,76,2272,39,395.1,,,,,37,230.6,57,23,62,14,0
HIV prevalence,2008,Desoto County FL,12027.0,29451,148,502.5,31,260.9,117,665.9,11,184.3,26,448.3,48,1151.6,43,1102.3,20,208.1,,,0,0,75,2285.2,38,399.3,,,,,32,197.1,55,23,55,,
HIV prevalence,2017,Deuel County SD,46039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Deuel County SD,46039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Deuel County SD,46039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Deuel County SD,46039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Deuel County SD,46039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Deuel County SD,46039.0,3660,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Deuel County SD,46039.0,3636,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Deuel County SD,46039.0,3633,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Deuel County SD,46039.0,3472,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Deuel County SD,46039.0,3509,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Deuel County NE,31049.0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2016,Deuel County NE,31049.0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2015,Deuel County NE,31049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Deuel County NE,31049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Deuel County NE,31049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Deuel County NE,31049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Deuel County NE,31049.0,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2010,Deuel County NE,31049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Deuel County NE,31049.0,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2008,Deuel County NE,31049.0,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2017,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Dewey County SD,46041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Dewey County OK,40043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Dewey County OK,40043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Dewey County OK,40043.0,4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2014,Dewey County OK,40043.0,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2013,Dewey County OK,40043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Dewey County OK,40043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Dewey County OK,40043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Dewey County OK,40043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Dewey County OK,40043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Dewey County OK,40043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Dewitt County TX,48123.0,16925,6,35.5,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,0,0
HIV prevalence,2016,Dewitt County TX,48123.0,17188,8,46.5,0,0,8,88.6,0,0,,,,,,,,,,,,,,,6,107.8,,,,,,,0,,6,,0
HIV prevalence,2015,Dewitt County TX,48123.0,17227,12,69.7,,,,,,,,,,,,,,,,,,,,,7,127.8,,,,,,,,,7,0,
HIV prevalence,2014,Dewitt County TX,48123.0,17197,10,58.1,,,,,0,0,,,,,,,,,,,,,,,6,110.7,,,,,,,,,5,0,
HIV prevalence,2013,Dewitt County TX,48123.0,17095,24,140.4,,,,,0,0,6,253.1,5,201.4,8,275.7,5,76.2,,,,,11,738.7,9,168.1,,,,,,,,7,11,,
HIV prevalence,2012,Dewitt County TX,48123.0,17077,8,46.8,,,,,0,0,,,,,,,,,,,,,,,5,94.9,,,,,,,,,5,0,0
HIV prevalence,2011,Dewitt County TX,48123.0,16979,9,53,,,,,,,,,,,,,,,,,,,,,6,116.2,,,,,0,0,,,7,0,0
HIV prevalence,2010,Dewitt County TX,48123.0,16847,12,71.2,,,,,,,,,,,,,,,,,,,,,5,98.9,,,,,,,,,9,,0
HIV prevalence,2009,Dewitt County TX,48123.0,16539,13,78.6,,,,,0,0,,,,,5,167.7,0,0,,,,,5,278.4,5,107.3,,,,,,,,,8,0,0
HIV prevalence,2008,Dewitt County TX,48123.0,16520,9,54.5,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,6,0,0
HIV prevalence,2017,Dickens County TX,48125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Dickens County TX,48125.0,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2015,Dickens County TX,48125.0,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2014,Dickens County TX,48125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Dickens County TX,48125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Dickens County TX,48125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Dickens County TX,48125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Dickens County TX,48125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Dickens County TX,48125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Dickens County TX,48125.0,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2017,Dickenson County VA,51051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Dickenson County VA,51051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Dickenson County VA,51051.0,13003,7,53.8,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,7,54.9,,,,,0
HIV prevalence,2014,Dickenson County VA,51051.0,13103,6,45.8,,,,,,,,,0,0,,,,,,,,,,,,,,,,,5,38.9,,,,,0
HIV prevalence,2013,Dickenson County VA,51051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Dickenson County VA,51051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Dickenson County VA,51051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Dickenson County VA,51051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Dickenson County VA,51051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Dickenson County VA,51051.0,13823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2017,Dickey County ND,38021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Dickey County ND,38021.0,4103,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Dickey County ND,38021.0,4180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Dickey County ND,38021.0,4243,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Dickey County ND,38021.0,4331,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Dickey County ND,38021.0,4354,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Dickey County ND,38021.0,4395,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Dickey County ND,38021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Dickey County ND,38021.0,4399,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Dickey County ND,38021.0,4431,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Dickinson County MI,26043.0,21858,5,22.9,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,5,23.8,,0,,0,
HIV prevalence,2016,Dickinson County MI,26043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Dickinson County MI,26043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Dickinson County MI,26043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Dickinson County MI,26043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Dickinson County MI,26043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Dickinson County MI,26043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Dickinson County MI,26043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Dickinson County MI,26043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Dickinson County MI,26043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Dickinson County KS,20041.0,15636,7,44.8,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,0,,,0
HIV prevalence,2016,Dickinson County KS,20041.0,15684,28,178.5,9,114.2,19,243.6,,,,,,,9,369,11,175.9,,,,,15,10040.7,,,0,0,,,11,76,9,,10,,0
HIV prevalence,2015,Dickinson County KS,20041.0,15885,26,163.7,9,112.1,17,216.3,,,6,276.6,,,7,278.8,8,128.9,,,,,12,9100.7,,,0,0,,,11,74.8,8,,9,,
HIV prevalence,2014,Dickinson County KS,20041.0,15996,28,175,10,123.8,18,227.3,,,,,,,7,272,9,145.4,,,,,13,10566.9,,,0,0,,,11,74.2,9,,9,,
HIV prevalence,2013,Dickinson County KS,20041.0,16055,18,112.1,,,,,,,,,,,6,225.6,,,,,,,7,5189.2,,,0,0,,,8,53.6,5,,11,,0
HIV prevalence,2012,Dickinson County KS,20041.0,16239,9,55.4,,,,,,,,,,,5,182.5,0,0,,,,,,,,,0,0,,,5,33.1,,,,,0
HIV prevalence,2011,Dickinson County KS,20041.0,16237,13,80.1,,,,,,,0,0,,,,,5,82.3,,,,,,,,,,,,,5,32.9,,,7,,0
HIV prevalence,2010,Dickinson County KS,20041.0,16302,13,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,6,39.2,,,7,,0
