Year,Full Name,FIPS,All Diag Cases,All Diag Rates,Population,Indicator
2014,Ashe County NC,37009.0,0,0,23271,HIV diagnoses
2013,Ashe County NC,37009.0,0,0,23260,HIV diagnoses
2012,Ashe County NC,37009.0,,,,HIV diagnoses
2011,Ashe County NC,37009.0,,,,HIV diagnoses
2010,Ashe County NC,37009.0,,,,HIV diagnoses
2009,Ashe County NC,37009.0,0,0,22138,HIV diagnoses
2008,Ashe County NC,37009.0,,,,HIV diagnoses
2018,Ashland County OH,39005.0,,,,HIV diagnoses
2017,Ashland County OH,39005.0,,,,HIV diagnoses
2016,Ashland County OH,39005.0,0,0,44946,HIV diagnoses
2015,Ashland County OH,39005.0,,,,HIV diagnoses
2014,Ashland County OH,39005.0,,,,HIV diagnoses
2013,Ashland County OH,39005.0,,,,HIV diagnoses
2012,Ashland County OH,39005.0,,,,HIV diagnoses
2011,Ashland County OH,39005.0,,,,HIV diagnoses
2010,Ashland County OH,39005.0,0,0,44406,HIV diagnoses
2009,Ashland County OH,39005.0,,,,HIV diagnoses
2008,Ashland County OH,39005.0,,,,HIV diagnoses
2018,Ashland County WI,55003.0,0,0,13203,HIV diagnoses
2017,Ashland County WI,55003.0,0,0,13096,HIV diagnoses
2016,Ashland County WI,55003.0,0,0,13167,HIV diagnoses
2015,Ashland County WI,55003.0,0,0,13286,HIV diagnoses
2014,Ashland County WI,55003.0,,,,HIV diagnoses
2013,Ashland County WI,55003.0,,,,HIV diagnoses
2012,Ashland County WI,55003.0,0,0,13264,HIV diagnoses
2011,Ashland County WI,55003.0,0,0,13394,HIV diagnoses
2010,Ashland County WI,55003.0,0,0,13494,HIV diagnoses
2009,Ashland County WI,55003.0,0,0,13555,HIV diagnoses
2008,Ashland County WI,55003.0,,,,HIV diagnoses
2018,Ashley County AR,5003.0,,,,HIV diagnoses
2017,Ashley County AR,5003.0,,,,HIV diagnoses
2016,Ashley County AR,5003.0,0,0,17087,HIV diagnoses
2015,Ashley County AR,5003.0,0,0,17351,HIV diagnoses
2014,Ashley County AR,5003.0,0,0,17486,HIV diagnoses
2013,Ashley County AR,5003.0,0,0,17733,HIV diagnoses
2012,Ashley County AR,5003.0,0,0,17861,HIV diagnoses
2011,Ashley County AR,5003.0,,,,HIV diagnoses
2010,Ashley County AR,5003.0,,,,HIV diagnoses
2009,Ashley County AR,5003.0,,,,HIV diagnoses
2008,Ashley County AR,5003.0,0,0,18320,HIV diagnoses
2018,Ashtabula County OH,39007.0,,,,HIV diagnoses
2017,Ashtabula County OH,39007.0,,,,HIV diagnoses
2016,Ashtabula County OH,39007.0,5,6,82736,HIV diagnoses
2015,Ashtabula County OH,39007.0,7,8.4,82888,HIV diagnoses
2014,Ashtabula County OH,39007.0,,,,HIV diagnoses
2013,Ashtabula County OH,39007.0,5,6,83765,HIV diagnoses
2012,Ashtabula County OH,39007.0,,,,HIV diagnoses
2011,Ashtabula County OH,39007.0,,,,HIV diagnoses
2010,Ashtabula County OH,39007.0,,,,HIV diagnoses
2009,Ashtabula County OH,39007.0,,,,HIV diagnoses
2008,Ashtabula County OH,39007.0,,,,HIV diagnoses
2018,Asotin County WA,53003.0,0,0,19374,HIV diagnoses
2017,Asotin County WA,53003.0,0,0,19285,HIV diagnoses
2016,Asotin County WA,53003.0,0,0,19006,HIV diagnoses
2015,Asotin County WA,53003.0,,,,HIV diagnoses
2014,Asotin County WA,53003.0,0,0,18881,HIV diagnoses
2013,Asotin County WA,53003.0,,,,HIV diagnoses
2012,Asotin County WA,53003.0,0,0,18573,HIV diagnoses
2011,Asotin County WA,53003.0,,,,HIV diagnoses
2010,Asotin County WA,53003.0,,,,HIV diagnoses
2009,Asotin County WA,53003.0,,,,HIV diagnoses
2008,Asotin County WA,53003.0,,,,HIV diagnoses
2018,Assumption Parish LA,22007.0,,,,HIV diagnoses
2017,Assumption Parish LA,22007.0,,,,HIV diagnoses
2016,Assumption Parish LA,22007.0,,,,HIV diagnoses
2015,Assumption Parish LA,22007.0,,,,HIV diagnoses
2014,Assumption Parish LA,22007.0,0,0,19373,HIV diagnoses
2013,Assumption Parish LA,22007.0,,,,HIV diagnoses
2012,Assumption Parish LA,22007.0,,,,HIV diagnoses
2011,Assumption Parish LA,22007.0,,,,HIV diagnoses
2010,Assumption Parish LA,22007.0,0,0,19400,HIV diagnoses
2009,Assumption Parish LA,22007.0,,,,HIV diagnoses
2008,Assumption Parish LA,22007.0,0,0,19263,HIV diagnoses
2018,Atascosa County TX,48013.0,7,17.3,40445,HIV diagnoses
2017,Atascosa County TX,48013.0,6,15.2,39463,HIV diagnoses
2016,Atascosa County TX,48013.0,5,12.8,39053,HIV diagnoses
2015,Atascosa County TX,48013.0,7,18.1,38777,HIV diagnoses
2014,Atascosa County TX,48013.0,,,,HIV diagnoses
2013,Atascosa County TX,48013.0,,,,HIV diagnoses
2012,Atascosa County TX,48013.0,,,,HIV diagnoses
2011,Atascosa County TX,48013.0,,,,HIV diagnoses
2010,Atascosa County TX,48013.0,,,,HIV diagnoses
2009,Atascosa County TX,48013.0,5,14.1,35480,HIV diagnoses
2008,Atascosa County TX,48013.0,,,,HIV diagnoses
2018,Atchison County MO,29005.0,0,0,4446,HIV diagnoses
2017,Atchison County MO,29005.0,0,0,4508,HIV diagnoses
2016,Atchison County MO,29005.0,0,0,4539,HIV diagnoses
2015,Atchison County MO,29005.0,0,0,4539,HIV diagnoses
2014,Atchison County MO,29005.0,0,0,4604,HIV diagnoses
2013,Atchison County MO,29005.0,0,0,4659,HIV diagnoses
2012,Atchison County MO,29005.0,0,0,4767,HIV diagnoses
2011,Atchison County MO,29005.0,0,0,4792,HIV diagnoses
2010,Atchison County MO,29005.0,0,0,4863,HIV diagnoses
2009,Atchison County MO,29005.0,0,0,5196,HIV diagnoses
2008,Atchison County MO,29005.0,0,0,5159,HIV diagnoses
2018,Atchison County KS,20005.0,0,0,13537,HIV diagnoses
2017,Atchison County KS,20005.0,0,0,13595,HIV diagnoses
2016,Atchison County KS,20005.0,0,0,13665,HIV diagnoses
2015,Atchison County KS,20005.0,,,,HIV diagnoses
2014,Atchison County KS,20005.0,0,0,13776,HIV diagnoses
2013,Atchison County KS,20005.0,,,,HIV diagnoses
2012,Atchison County KS,20005.0,0,0,13935,HIV diagnoses
2011,Atchison County KS,20005.0,,,,HIV diagnoses
2010,Atchison County KS,20005.0,0,0,13943,HIV diagnoses
2009,Atchison County KS,20005.0,0,0,13571,HIV diagnoses
2008,Atchison County KS,20005.0,,,,HIV diagnoses
2018,Athens County OH,39009.0,,,,HIV diagnoses
2017,Athens County OH,39009.0,,,,HIV diagnoses
2016,Athens County OH,39009.0,,,,HIV diagnoses
2015,Athens County OH,39009.0,,,,HIV diagnoses
2014,Athens County OH,39009.0,,,,HIV diagnoses
2013,Athens County OH,39009.0,0,0,57602,HIV diagnoses
2012,Athens County OH,39009.0,,,,HIV diagnoses
2011,Athens County OH,39009.0,,,,HIV diagnoses
2010,Athens County OH,39009.0,,,,HIV diagnoses
2009,Athens County OH,39009.0,,,,HIV diagnoses
2008,Athens County OH,39009.0,,,,HIV diagnoses
2018,Atkinson County GA,13003.0,,,,HIV diagnoses
2017,Atkinson County GA,13003.0,,,,HIV diagnoses
2016,Atkinson County GA,13003.0,,,,HIV diagnoses
2015,Atkinson County GA,13003.0,0,0,6686,HIV diagnoses
2014,Atkinson County GA,13003.0,,,,HIV diagnoses
2013,Atkinson County GA,13003.0,,,,HIV diagnoses
2012,Atkinson County GA,13003.0,,,,HIV diagnoses
2011,Atkinson County GA,13003.0,,,,HIV diagnoses
2010,Atkinson County GA,13003.0,,,,HIV diagnoses
2009,Atkinson County GA,13003.0,,,,HIV diagnoses
2008,Atkinson County GA,13003.0,,,,HIV diagnoses
2018,Atlantic County NJ,34001.0,41,18.2,225679,HIV diagnoses
2017,Atlantic County NJ,34001.0,31,13.7,226023,HIV diagnoses
2016,Atlantic County NJ,34001.0,48,21.2,226800,HIV diagnoses
2015,Atlantic County NJ,34001.0,52,22.7,228604,HIV diagnoses
2014,Atlantic County NJ,34001.0,32,13.9,230006,HIV diagnoses
2013,Atlantic County NJ,34001.0,42,18.2,231161,HIV diagnoses
2012,Atlantic County NJ,34001.0,55,23.8,230914,HIV diagnoses
2011,Atlantic County NJ,34001.0,38,16.5,230598,HIV diagnoses
2010,Atlantic County NJ,34001.0,38,16.5,230310,HIV diagnoses
2009,Atlantic County NJ,34001.0,59,26,226774,HIV diagnoses
2008,Atlantic County NJ,34001.0,51,22.6,225781,HIV diagnoses
2018,Atoka County OK,40005.0,0,0,11591,HIV diagnoses
2017,Atoka County OK,40005.0,0,0,11572,HIV diagnoses
2016,Atoka County OK,40005.0,0,0,11610,HIV diagnoses
2015,Atoka County OK,40005.0,,,,HIV diagnoses
2014,Atoka County OK,40005.0,0,0,11681,HIV diagnoses
2013,Atoka County OK,40005.0,0,0,11640,HIV diagnoses
2012,Atoka County OK,40005.0,0,0,11709,HIV diagnoses
2011,Atoka County OK,40005.0,0,0,11797,HIV diagnoses
2010,Atoka County OK,40005.0,0,0,11814,HIV diagnoses
2009,Atoka County OK,40005.0,0,0,12249,HIV diagnoses
2008,Atoka County OK,40005.0,0,0,12265,HIV diagnoses
2018,Attala County MS,28007.0,,,,HIV diagnoses
2017,Attala County MS,28007.0,,,,HIV diagnoses
2016,Attala County MS,28007.0,,,,HIV diagnoses
2015,Attala County MS,28007.0,,,,HIV diagnoses
2014,Attala County MS,28007.0,,,,HIV diagnoses
2013,Attala County MS,28007.0,,,,HIV diagnoses
2012,Attala County MS,28007.0,0,0,15513,HIV diagnoses
2011,Attala County MS,28007.0,,,,HIV diagnoses
2010,Attala County MS,28007.0,,,,HIV diagnoses
2009,Attala County MS,28007.0,9,56.1,16054,HIV diagnoses
2008,Attala County MS,28007.0,8,49.9,16039,HIV diagnoses
2018,Audrain County MO,29007.0,,,,HIV diagnoses
2017,Audrain County MO,29007.0,,,,HIV diagnoses
2016,Audrain County MO,29007.0,,,,HIV diagnoses
2015,Audrain County MO,29007.0,,,,HIV diagnoses
2014,Audrain County MO,29007.0,,,,HIV diagnoses
2013,Audrain County MO,29007.0,,,,HIV diagnoses
2012,Audrain County MO,29007.0,,,,HIV diagnoses
2011,Audrain County MO,29007.0,,,,HIV diagnoses
2010,Audrain County MO,29007.0,,,,HIV diagnoses
2009,Audrain County MO,29007.0,,,,HIV diagnoses
2008,Audrain County MO,29007.0,,,,HIV diagnoses
2018,Audubon County IA,19009.0,0,0,4688,HIV diagnoses
2017,Audubon County IA,19009.0,,,,HIV diagnoses
2016,Audubon County IA,19009.0,0,0,4817,HIV diagnoses
2015,Audubon County IA,19009.0,,,,HIV diagnoses
2014,Audubon County IA,19009.0,0,0,4957,HIV diagnoses
2013,Audubon County IA,19009.0,0,0,5025,HIV diagnoses
2012,Audubon County IA,19009.0,0,0,5033,HIV diagnoses
2011,Audubon County IA,19009.0,0,0,5139,HIV diagnoses
2010,Audubon County IA,19009.0,0,0,5212,HIV diagnoses
2009,Audubon County IA,19009.0,0,0,5144,HIV diagnoses
2008,Audubon County IA,19009.0,,,,HIV diagnoses
2018,Auglaize County OH,39011.0,0,0,37966,HIV diagnoses
2017,Auglaize County OH,39011.0,0,0,37967,HIV diagnoses
2016,Auglaize County OH,39011.0,,,,HIV diagnoses
2015,Auglaize County OH,39011.0,,,,HIV diagnoses
2014,Auglaize County OH,39011.0,0,0,37892,HIV diagnoses
2013,Auglaize County OH,39011.0,0,0,37829,HIV diagnoses
2012,Auglaize County OH,39011.0,0,0,37773,HIV diagnoses
2011,Auglaize County OH,39011.0,0,0,37625,HIV diagnoses
2010,Auglaize County OH,39011.0,,,,HIV diagnoses
2009,Auglaize County OH,39011.0,,,,HIV diagnoses
2008,Auglaize County OH,39011.0,,,,HIV diagnoses
2018,Augusta County VA,51015.0,,,,HIV diagnoses
2017,Augusta County VA,51015.0,0,0,65145,HIV diagnoses
2016,Augusta County VA,51015.0,,,,HIV diagnoses
2015,Augusta County VA,51015.0,5,7.8,64172,HIV diagnoses
2014,Augusta County VA,51015.0,,,,HIV diagnoses
2013,Augusta County VA,51015.0,,,,HIV diagnoses
2012,Augusta County VA,51015.0,,,,HIV diagnoses
2011,Augusta County VA,51015.0,,,,HIV diagnoses
2010,Augusta County VA,51015.0,,,,HIV diagnoses
2009,Augusta County VA,51015.0,6,9.8,60992,HIV diagnoses
2008,Augusta County VA,51015.0,,,,HIV diagnoses
2018,Aurora County SD,46003.0,0,0,2321,HIV diagnoses
2017,Aurora County SD,46003.0,0,0,2271,HIV diagnoses
2016,Aurora County SD,46003.0,0,0,2246,HIV diagnoses
2015,Aurora County SD,46003.0,0,0,2236,HIV diagnoses
2014,Aurora County SD,46003.0,0,0,2245,HIV diagnoses
2013,Aurora County SD,46003.0,0,0,2228,HIV diagnoses
2012,Aurora County SD,46003.0,0,0,2266,HIV diagnoses
2011,Aurora County SD,46003.0,0,0,2239,HIV diagnoses
2010,Aurora County SD,46003.0,0,0,2216,HIV diagnoses
2009,Aurora County SD,46003.0,0,0,2399,HIV diagnoses
2008,Aurora County SD,46003.0,0,0,2406,HIV diagnoses
2018,Austin County TX,48015.0,,,,HIV diagnoses
2017,Austin County TX,48015.0,,,,HIV diagnoses
2016,Austin County TX,48015.0,,,,HIV diagnoses
2015,Austin County TX,48015.0,,,,HIV diagnoses
2014,Austin County TX,48015.0,,,,HIV diagnoses
2013,Austin County TX,48015.0,6,25.3,23754,HIV diagnoses
2012,Austin County TX,48015.0,,,,HIV diagnoses
2011,Austin County TX,48015.0,0,0,23613,HIV diagnoses
2010,Austin County TX,48015.0,,,,HIV diagnoses
2009,Austin County TX,48015.0,,,,HIV diagnoses
2008,Austin County TX,48015.0,,,,HIV diagnoses
2018,Autauga County AL,1001.0,,,,HIV diagnoses
2017,Autauga County AL,1001.0,10,21.6,46289,HIV diagnoses
2016,Autauga County AL,1001.0,5,10.9,46082,HIV diagnoses
2015,Autauga County AL,1001.0,5,11,45613,HIV diagnoses
2014,Autauga County AL,1001.0,7,15.4,45549,HIV diagnoses
2013,Autauga County AL,1001.0,,,,HIV diagnoses
2012,Autauga County AL,1001.0,7,15.5,45147,HIV diagnoses
2011,Autauga County AL,1001.0,7,15.5,45160,HIV diagnoses
2010,Autauga County AL,1001.0,,,,HIV diagnoses
2009,Autauga County AL,1001.0,7,17.1,40870,HIV diagnoses
2008,Autauga County AL,1001.0,8,19.8,40471,HIV diagnoses
2018,Avery County NC,37011.0,0,0,15690,HIV diagnoses
2017,Avery County NC,37011.0,0,0,15669,HIV diagnoses
2016,Avery County NC,37011.0,,,,HIV diagnoses
2015,Avery County NC,37011.0,,,,HIV diagnoses
2014,Avery County NC,37011.0,0,0,15700,HIV diagnoses
2013,Avery County NC,37011.0,0,0,15646,HIV diagnoses
2012,Avery County NC,37011.0,0,0,15586,HIV diagnoses
2011,Avery County NC,37011.0,0,0,15671,HIV diagnoses
2010,Avery County NC,37011.0,0,0,15679,HIV diagnoses
2009,Avery County NC,37011.0,,,,HIV diagnoses
2008,Avery County NC,37011.0,0,0,15627,HIV diagnoses
2018,Avoyelles Parish LA,22009.0,9,26.9,33519,HIV diagnoses
2017,Avoyelles Parish LA,22009.0,6,17.7,33805,HIV diagnoses
2016,Avoyelles Parish LA,22009.0,,,,HIV diagnoses
2015,Avoyelles Parish LA,22009.0,,,,HIV diagnoses
2014,Avoyelles Parish LA,22009.0,,,,HIV diagnoses
2013,Avoyelles Parish LA,22009.0,8,23.4,34132,HIV diagnoses
2012,Avoyelles Parish LA,22009.0,,,,HIV diagnoses
2011,Avoyelles Parish LA,22009.0,7,20.3,34523,HIV diagnoses
2010,Avoyelles Parish LA,22009.0,,,,HIV diagnoses
2009,Avoyelles Parish LA,22009.0,5,14.4,34630,HIV diagnoses
2008,Avoyelles Parish LA,22009.0,6,17.3,34715,HIV diagnoses
2018,Baca County CO,8009.0,0,0,3008,HIV diagnoses
2017,Baca County CO,8009.0,0,0,3002,HIV diagnoses
2016,Baca County CO,8009.0,,,,HIV diagnoses
2015,Baca County CO,8009.0,0,0,3008,HIV diagnoses
2014,Baca County CO,8009.0,0,0,3047,HIV diagnoses
2013,Baca County CO,8009.0,0,0,3113,HIV diagnoses
2012,Baca County CO,8009.0,0,0,3160,HIV diagnoses
2011,Baca County CO,8009.0,0,0,3207,HIV diagnoses
2010,Baca County CO,8009.0,0,0,3236,HIV diagnoses
2009,Baca County CO,8009.0,0,0,3198,HIV diagnoses
2008,Baca County CO,8009.0,,,,HIV diagnoses
2018,Bacon County GA,13005.0,,,,HIV diagnoses
2017,Bacon County GA,13005.0,,,,HIV diagnoses
2016,Bacon County GA,13005.0,,,,HIV diagnoses
2015,Bacon County GA,13005.0,,,,HIV diagnoses
2014,Bacon County GA,13005.0,,,,HIV diagnoses
2013,Bacon County GA,13005.0,,,,HIV diagnoses
2012,Bacon County GA,13005.0,,,,HIV diagnoses
2011,Bacon County GA,13005.0,,,,HIV diagnoses
2010,Bacon County GA,13005.0,,,,HIV diagnoses
2009,Bacon County GA,13005.0,,,,HIV diagnoses
2008,Bacon County GA,13005.0,7,82,8533,HIV diagnoses
2018,Bailey County TX,48017.0,0,0,5473,HIV diagnoses
2017,Bailey County TX,48017.0,,,,HIV diagnoses
2016,Bailey County TX,48017.0,0,0,5517,HIV diagnoses
2015,Bailey County TX,48017.0,0,0,5532,HIV diagnoses
2014,Bailey County TX,48017.0,0,0,5392,HIV diagnoses
2013,Bailey County TX,48017.0,,,,HIV diagnoses
2012,Bailey County TX,48017.0,0,0,5456,HIV diagnoses
2011,Bailey County TX,48017.0,,,,HIV diagnoses
2010,Bailey County TX,48017.0,0,0,5497,HIV diagnoses
2009,Bailey County TX,48017.0,,,,HIV diagnoses
2008,Bailey County TX,48017.0,0,0,4812,HIV diagnoses
2018,Baker County OR,41001.0,0,0,13742,HIV diagnoses
2017,Baker County OR,41001.0,0,0,13784,HIV diagnoses
2016,Baker County OR,41001.0,0,0,13672,HIV diagnoses
2015,Baker County OR,41001.0,0,0,13610,HIV diagnoses
2014,Baker County OR,41001.0,0,0,13764,HIV diagnoses
2013,Baker County OR,41001.0,0,0,13775,HIV diagnoses
2012,Baker County OR,41001.0,0,0,13763,HIV diagnoses
2011,Baker County OR,41001.0,0,0,13827,HIV diagnoses
2010,Baker County OR,41001.0,0,0,13871,HIV diagnoses
2009,Baker County OR,41001.0,0,0,13842,HIV diagnoses
2008,Baker County OR,41001.0,0,0,13813,HIV diagnoses
2018,Baker County GA,13007.0,,,,HIV diagnoses
2017,Baker County GA,13007.0,0,0,2726,HIV diagnoses
2016,Baker County GA,13007.0,0,0,2755,HIV diagnoses
2015,Baker County GA,13007.0,0,0,2734,HIV diagnoses
2014,Baker County GA,13007.0,,,,HIV diagnoses
2013,Baker County GA,13007.0,0,0,2840,HIV diagnoses
2012,Baker County GA,13007.0,,,,HIV diagnoses
2011,Baker County GA,13007.0,6,216.4,2773,HIV diagnoses
2010,Baker County GA,13007.0,,,,HIV diagnoses
2009,Baker County GA,13007.0,7,226.5,3091,HIV diagnoses
2008,Baker County GA,13007.0,8,250.8,3190,HIV diagnoses
2018,Baker County FL,12003.0,,,,HIV diagnoses
2017,Baker County FL,12003.0,,,,HIV diagnoses
2016,Baker County FL,12003.0,7,30.3,23082,HIV diagnoses
2015,Baker County FL,12003.0,,,,HIV diagnoses
2014,Baker County FL,12003.0,,,,HIV diagnoses
2013,Baker County FL,12003.0,5,22.5,22176,HIV diagnoses
2012,Baker County FL,12003.0,,,,HIV diagnoses
2011,Baker County FL,12003.0,5,22.7,21984,HIV diagnoses
2010,Baker County FL,12003.0,7,31.8,21990,HIV diagnoses
2009,Baker County FL,12003.0,,,,HIV diagnoses
2008,Baker County FL,12003.0,,,,HIV diagnoses
2018,Baldwin County GA,13009.0,11,28.3,38846,HIV diagnoses
2017,Baldwin County GA,13009.0,7,18.1,38776,HIV diagnoses
2016,Baldwin County GA,13009.0,11,28.2,38952,HIV diagnoses
2015,Baldwin County GA,13009.0,7,17.9,39154,HIV diagnoses
2014,Baldwin County GA,13009.0,,,,HIV diagnoses
2013,Baldwin County GA,13009.0,8,20.2,39592,HIV diagnoses
2012,Baldwin County GA,13009.0,,,,HIV diagnoses
2011,Baldwin County GA,13009.0,11,28.6,38442,HIV diagnoses
2010,Baldwin County GA,13009.0,12,30.9,38836,HIV diagnoses
2009,Baldwin County GA,13009.0,7,17.7,39629,HIV diagnoses
2008,Baldwin County GA,13009.0,25,62,40341,HIV diagnoses
2018,Baldwin County AL,1003.0,10,5.4,184871,HIV diagnoses
2017,Baldwin County AL,1003.0,11,6.1,179939,HIV diagnoses
2016,Baldwin County AL,1003.0,14,8,175605,HIV diagnoses
2015,Baldwin County AL,1003.0,15,8.8,171266,HIV diagnoses
2014,Baldwin County AL,1003.0,16,9.5,167922,HIV diagnoses
2013,Baldwin County AL,1003.0,11,6.7,163930,HIV diagnoses
2012,Baldwin County AL,1003.0,12,7.5,159566,HIV diagnoses
2011,Baldwin County AL,1003.0,20,12.8,156128,HIV diagnoses
2010,Baldwin County AL,1003.0,9,5.9,153076,HIV diagnoses
2009,Baldwin County AL,1003.0,13,8.7,150164,HIV diagnoses
2008,Baldwin County AL,1003.0,18,12.2,147136,HIV diagnoses
2018,Ballard County KY,21007.0,,,,HIV diagnoses
2017,Ballard County KY,21007.0,,,,HIV diagnoses
2016,Ballard County KY,21007.0,,,,HIV diagnoses
2015,Ballard County KY,21007.0,,,,HIV diagnoses
2014,Ballard County KY,21007.0,,,,HIV diagnoses
2013,Ballard County KY,21007.0,,,,HIV diagnoses
2012,Ballard County KY,21007.0,,,,HIV diagnoses
2011,Ballard County KY,21007.0,,,,HIV diagnoses
2010,Ballard County KY,21007.0,,,,HIV diagnoses
2009,Ballard County KY,21007.0,,,,HIV diagnoses
2008,Ballard County KY,21007.0,,,,HIV diagnoses
2018,Baltimore City MD,24510.0,208,40.8,510410,HIV diagnoses
2017,Baltimore City MD,24510.0,237,46,515461,HIV diagnoses
2016,Baltimore City MD,24510.0,261,50.2,519458,HIV diagnoses
2015,Baltimore City MD,24510.0,297,56.7,524043,HIV diagnoses
2014,Baltimore City MD,24510.0,302,57.5,524823,HIV diagnoses
2013,Baltimore City MD,24510.0,354,67.5,524088,HIV diagnoses
2012,Baltimore City MD,24510.0,418,79.6,524949,HIV diagnoses
2011,Baltimore City MD,24510.0,423,80.8,523342,HIV diagnoses
2010,Baltimore City MD,24510.0,501,95.6,524032,HIV diagnoses
2009,Baltimore City MD,24510.0,554,104.1,531929,HIV diagnoses
2008,Baltimore City MD,24510.0,788,147.8,533160,HIV diagnoses
2018,Baltimore County MD,24005.0,140,20,699814,HIV diagnoses
2017,Baltimore County MD,24005.0,116,16.6,699851,HIV diagnoses
2016,Baltimore County MD,24005.0,165,23.6,699931,HIV diagnoses
2015,Baltimore County MD,24005.0,158,22.6,699249,HIV diagnoses
2014,Baltimore County MD,24005.0,187,26.8,697287,HIV diagnoses
2013,Baltimore County MD,24005.0,155,22.3,694876,HIV diagnoses
2012,Baltimore County MD,24005.0,185,26.8,690787,HIV diagnoses
2011,Baltimore County MD,24005.0,183,26.7,686376,HIV diagnoses
2010,Baltimore County MD,24005.0,318,46.7,681374,HIV diagnoses
2009,Baltimore County MD,24005.0,238,35.7,667173,HIV diagnoses
2008,Baltimore County MD,24005.0,211,31.7,665846,HIV diagnoses
2018,Bamberg County SC,45009.0,0,0,12398,HIV diagnoses
2017,Bamberg County SC,45009.0,,,,HIV diagnoses
2016,Bamberg County SC,45009.0,7,56.1,12474,HIV diagnoses
2015,Bamberg County SC,45009.0,,,,HIV diagnoses
2014,Bamberg County SC,45009.0,8,61.4,13031,HIV diagnoses
2013,Bamberg County SC,45009.0,5,37.9,13182,HIV diagnoses
2012,Bamberg County SC,45009.0,,,,HIV diagnoses
2011,Bamberg County SC,45009.0,6,44.7,13426,HIV diagnoses
2010,Bamberg County SC,45009.0,,,,HIV diagnoses
2009,Bamberg County SC,45009.0,,,,HIV diagnoses
2008,Bamberg County SC,45009.0,5,39.3,12725,HIV diagnoses
2018,Bandera County TX,48019.0,,,,HIV diagnoses
2017,Bandera County TX,48019.0,0,0,19668,HIV diagnoses
2016,Bandera County TX,48019.0,,,,HIV diagnoses
2015,Bandera County TX,48019.0,,,,HIV diagnoses
2014,Bandera County TX,48019.0,,,,HIV diagnoses
2013,Bandera County TX,48019.0,0,0,18130,HIV diagnoses
2012,Bandera County TX,48019.0,0,0,18092,HIV diagnoses
2011,Bandera County TX,48019.0,,,,HIV diagnoses
2010,Bandera County TX,48019.0,,,,HIV diagnoses
2009,Bandera County TX,48019.0,,,,HIV diagnoses
2008,Bandera County TX,48019.0,,,,HIV diagnoses
2018,Banks County GA,13011.0,0,0,16067,HIV diagnoses
