Indicator,Year,Geography,FIPS,Cases,Rate per 100000,Population
HIV prevalence,2014,"Baca County, CO",8009,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Baca County, CO",8009,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Baca County, CO",8009,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Baca County, CO",8009,0,0,"3,207"
HIV prevalence,2010,"Baca County, CO",8009,0,0,"3,236"
HIV prevalence,2009,"Baca County, CO",8009,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Baca County, CO",8009,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Bacon County, GA",13005,43,470.1,"9,148"
HIV prevalence,2016,"Bacon County, GA",13005,44,478.7,"9,191"
HIV prevalence,2015,"Bacon County, GA",13005,42,458.8,"9,154"
HIV prevalence,2014,"Bacon County, GA",13005,43,471.6,"9,117"
HIV prevalence,2013,"Bacon County, GA",13005,54,593.7,"9,096"
HIV prevalence,2012,"Bacon County, GA",13005,66,730.4,"9,036"
HIV prevalence,2011,"Bacon County, GA",13005,63,696.9,"9,039"
HIV prevalence,2010,"Bacon County, GA",13005,64,713.5,"8,969"
HIV prevalence,2009,"Bacon County, GA",13005,34,395.2,"8,604"
HIV prevalence,2008,"Bacon County, GA",13005,34,398.5,"8,533"
HIV prevalence,2017,"Bailey County, TX",48017,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Bailey County, TX",48017,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Bailey County, TX",48017,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Bailey County, TX",48017,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Bailey County, TX",48017,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Bailey County, TX",48017,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Bailey County, TX",48017,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Bailey County, TX",48017,0,0,"5,497"
HIV prevalence,2009,"Bailey County, TX",48017,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Bailey County, TX",48017,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Baker County, OR",41001,10,72.5,"13,784"
HIV prevalence,2016,"Baker County, OR",41001,9,65.8,"13,672"
HIV prevalence,2015,"Baker County, OR",41001,9,66.1,"13,610"
HIV prevalence,2014,"Baker County, OR",41001,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Baker County, OR",41001,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Baker County, OR",41001,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Baker County, OR",41001,5,36.2,"13,827"
HIV prevalence,2010,"Baker County, OR",41001,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Baker County, OR",41001,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Baker County, OR",41001,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Baker County, GA",13007,8,293.5,"2,726"
HIV prevalence,2016,"Baker County, GA",13007,11,399.3,"2,755"
HIV prevalence,2015,"Baker County, GA",13007,7,256,"2,734"
HIV prevalence,2014,"Baker County, GA",13007,8,284.5,"2,812"
HIV prevalence,2013,"Baker County, GA",13007,11,387.3,"2,840"
HIV prevalence,2012,"Baker County, GA",13007,14,495.3,"2,826"
HIV prevalence,2011,"Baker County, GA",13007,18,649.1,"2,773"
HIV prevalence,2010,"Baker County, GA",13007,14,487.6,"2,871"
HIV prevalence,2009,"Baker County, GA",13007,43,1391.1,"3,091"
HIV prevalence,2008,"Baker County, GA",13007,38,1191.2,"3,190"
HIV prevalence,2017,"Baker County, FL",12003,114,486.9,"23,412"
HIV prevalence,2016,"Baker County, FL",12003,109,472.2,"23,082"
HIV prevalence,2015,"Baker County, FL",12003,100,441.7,"22,640"
HIV prevalence,2014,"Baker County, FL",12003,100,447.6,"22,342"
HIV prevalence,2013,"Baker County, FL",12003,98,441.9,"22,176"
HIV prevalence,2012,"Baker County, FL",12003,74,335.5,"22,059"
HIV prevalence,2011,"Baker County, FL",12003,70,318.4,"21,984"
HIV prevalence,2010,"Baker County, FL",12003,67,304.7,"21,990"
HIV prevalence,2009,"Baker County, FL",12003,75,351.4,"21,342"
HIV prevalence,2008,"Baker County, FL",12003,75,354.7,"21,146"
HIV prevalence,2017,"Baldwin County, GA",13009,127,327.5,"38,776"
HIV prevalence,2016,"Baldwin County, GA",13009,119,305.5,"38,952"
HIV prevalence,2015,"Baldwin County, GA",13009,121,309,"39,154"
HIV prevalence,2014,"Baldwin County, GA",13009,115,291.1,"39,500"
HIV prevalence,2013,"Baldwin County, GA",13009,120,303.1,"39,592"
HIV prevalence,2012,"Baldwin County, GA",13009,147,369.5,"39,786"
HIV prevalence,2011,"Baldwin County, GA",13009,139,361.6,"38,442"
HIV prevalence,2010,"Baldwin County, GA",13009,154,396.5,"38,836"
HIV prevalence,2009,"Baldwin County, GA",13009,204,514.8,"39,629"
HIV prevalence,2008,"Baldwin County, GA",13009,200,495.8,"40,341"
HIV prevalence,2017,"Baldwin County, AL",1003,305,169.5,"179,939"
HIV prevalence,2016,"Baldwin County, AL",1003,288,164,"175,605"
HIV prevalence,2015,"Baldwin County, AL",1003,277,161.7,"171,266"
HIV prevalence,2014,"Baldwin County, AL",1003,267,159,"167,922"
HIV prevalence,2013,"Baldwin County, AL",1003,249,151.9,"163,930"
HIV prevalence,2012,"Baldwin County, AL",1003,246,154.2,"159,566"
HIV prevalence,2011,"Baldwin County, AL",1003,243,155.6,"156,128"
HIV prevalence,2010,"Baldwin County, AL",1003,195,127.4,"153,076"
HIV prevalence,2009,"Baldwin County, AL",1003,263,175.1,"150,164"
HIV prevalence,2008,"Baldwin County, AL",1003,257,174.7,"147,136"
HIV prevalence,2017,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Ballard County, KY",21007,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Baltimore City, MD",24510,"10,199",1978.6,"515,461"
HIV prevalence,2016,"Baltimore City, MD",24510,"10,925",2103.2,"519,458"
HIV prevalence,2015,"Baltimore City, MD",24510,"11,832",2257.8,"524,043"
HIV prevalence,2014,"Baltimore City, MD",24510,"10,477",1996.3,"524,823"
HIV prevalence,2013,"Baltimore City, MD",24510,"10,973",2093.7,"524,088"
HIV prevalence,2012,"Baltimore City, MD",24510,"10,255",1953.5,"524,949"
HIV prevalence,2011,"Baltimore City, MD",24510,"8,689",1660.3,"523,342"
HIV prevalence,2010,"Baltimore City, MD",24510,"9,513",1815.3,"524,032"
HIV prevalence,2009,"Baltimore City, MD",24510,"11,250",2114.9,"531,929"
HIV prevalence,2008,"Baltimore City, MD",24510,"11,060",2074.4,"533,160"
HIV prevalence,2017,"Baltimore County, MD",24005,"3,109",444.2,"699,851"
HIV prevalence,2016,"Baltimore County, MD",24005,"3,199",457,"699,931"
HIV prevalence,2015,"Baltimore County, MD",24005,"3,204",458.2,"699,249"
HIV prevalence,2014,"Baltimore County, MD",24005,"3,240",464.7,"697,287"
HIV prevalence,2013,"Baltimore County, MD",24005,"3,144",452.5,"694,876"
HIV prevalence,2012,"Baltimore County, MD",24005,"2,721",393.9,"690,787"
HIV prevalence,2011,"Baltimore County, MD",24005,"2,369",345.1,"686,376"
HIV prevalence,2010,"Baltimore County, MD",24005,"2,581",378.8,"681,374"
HIV prevalence,2009,"Baltimore County, MD",24005,"2,994",448.8,"667,173"
HIV prevalence,2008,"Baltimore County, MD",24005,"2,828",424.7,"665,846"
HIV prevalence,2017,"Bamberg County, SC",45009,94,754.4,"12,461"
HIV prevalence,2016,"Bamberg County, SC",45009,101,809.7,"12,474"
HIV prevalence,2015,"Bamberg County, SC",45009,93,735.5,"12,644"
HIV prevalence,2014,"Bamberg County, SC",45009,41,314.6,"13,031"
HIV prevalence,2013,"Bamberg County, SC",45009,29,220,"13,182"
HIV prevalence,2012,"Bamberg County, SC",45009,27,201.5,"13,400"
HIV prevalence,2011,"Bamberg County, SC",45009,96,715,"13,426"
HIV prevalence,2010,"Bamberg County, SC",45009,29,214.8,"13,499"
HIV prevalence,2009,"Bamberg County, SC",45009,106,840.7,"12,609"
HIV prevalence,2008,"Bamberg County, SC",45009,109,856.6,"12,725"
HIV prevalence,2017,"Bandera County, TX",48019,24,122,"19,668"
HIV prevalence,2016,"Bandera County, TX",48019,23,120,"19,173"
HIV prevalence,2015,"Bandera County, TX",48019,19,101.8,"18,664"
HIV prevalence,2014,"Bandera County, TX",48019,22,119.8,"18,366"
HIV prevalence,2013,"Bandera County, TX",48019,21,115.8,"18,130"
HIV prevalence,2012,"Bandera County, TX",48019,20,110.5,"18,092"
HIV prevalence,2011,"Bandera County, TX",48019,24,133.7,"17,955"
HIV prevalence,2010,"Bandera County, TX",48019,23,128.8,"17,857"
HIV prevalence,2009,"Bandera County, TX",48019,14,78.6,"17,815"
HIV prevalence,2008,"Bandera County, TX",48019,13,73.4,"17,704"
HIV prevalence,2017,"Banks County, GA",13011,23,145.6,"15,797"
HIV prevalence,2016,"Banks County, GA",13011,20,129.3,"15,464"
HIV prevalence,2015,"Banks County, GA",13011,23,149,"15,438"
HIV prevalence,2014,"Banks County, GA",13011,21,137.3,"15,300"
HIV prevalence,2013,"Banks County, GA",13011,28,183.7,"15,242"
HIV prevalence,2012,"Banks County, GA",13011,34,225.5,"15,076"
HIV prevalence,2011,"Banks County, GA",13011,41,272.3,"15,056"
HIV prevalence,2010,"Banks County, GA",13011,30,198.1,"15,143"
HIV prevalence,2009,"Banks County, GA",13011,42,304.2,"13,805"
HIV prevalence,2008,"Banks County, GA",13011,40,292.4,"13,682"
HIV prevalence,2017,"Banner County, NE",31007,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Banner County, NE",31007,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Banner County, NE",31007,0,0,596
HIV prevalence,2014,"Banner County, NE",31007,0,0,576
HIV prevalence,2013,"Banner County, NE",31007,0,0,588
HIV prevalence,2012,"Banner County, NE",31007,0,0,587
HIV prevalence,2011,"Banner County, NE",31007,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Banner County, NE",31007,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Banner County, NE",31007,0,0,556
HIV prevalence,2008,"Banner County, NE",31007,0,0,579
HIV prevalence,2017,"Bannock County, ID",16005,26,37.5,"69,392"
HIV prevalence,2016,"Bannock County, ID",16005,29,42.3,"68,492"
HIV prevalence,2015,"Bannock County, ID",16005,38,56,"67,822"
HIV prevalence,2014,"Bannock County, ID",16005,47,70,"67,134"
HIV prevalence,2013,"Bannock County, ID",16005,46,68.7,"66,922"
HIV prevalence,2012,"Bannock County, ID",16005,47,70.3,"66,881"
HIV prevalence,2011,"Bannock County, ID",16005,54,81.1,"66,551"
HIV prevalence,2010,"Bannock County, ID",16005,72,109.1,"65,968"
HIV prevalence,2009,"Bannock County, ID",16005,67,102.1,"65,618"
HIV prevalence,2008,"Bannock County, ID",16005,60,92.6,"64,760"
HIV prevalence,2017,"Baraga County, MI",26013,10,135.1,"7,401"
HIV prevalence,2016,"Baraga County, MI",26013,8,107.2,"7,465"
HIV prevalence,2015,"Baraga County, MI",26013,5,66.7,"7,499"
HIV prevalence,2014,"Baraga County, MI",26013,6,79.7,"7,528"
HIV prevalence,2013,"Baraga County, MI",26013,5,66.1,"7,563"
HIV prevalence,2012,"Baraga County, MI",26013,6,79.5,"7,551"
HIV prevalence,2011,"Baraga County, MI",26013,5,65.6,"7,625"
HIV prevalence,2010,"Baraga County, MI",26013,5,65.3,"7,654"
HIV prevalence,2009,"Baraga County, MI",26013,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Baraga County, MI",26013,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Barber County, KS",20007,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Barbour County, AL",1005,92,429.1,"21,442"
HIV prevalence,2016,"Barbour County, AL",1005,90,410.6,"21,920"
HIV prevalence,2015,"Barbour County, AL",1005,94,421.7,"22,288"
HIV prevalence,2014,"Barbour County, AL",1005,93,410.9,"22,633"
HIV prevalence,2013,"Barbour County, AL",1005,67,293.7,"22,812"
HIV prevalence,2012,"Barbour County, AL",1005,66,287.2,"22,981"
HIV prevalence,2011,"Barbour County, AL",1005,67,290.3,"23,076"
HIV prevalence,2010,"Barbour County, AL",1005,55,238.6,"23,055"
HIV prevalence,2009,"Barbour County, AL",1005,81,323.4,"25,043"
HIV prevalence,2008,"Barbour County, AL",1005,81,323,"25,081"
HIV prevalence,2017,"Barbour County, WV",54001,9,63.4,"14,203"
HIV prevalence,2016,"Barbour County, WV",54001,12,83.7,"14,341"
HIV prevalence,2015,"Barbour County, WV",54001,17,117,"14,528"
HIV prevalence,2014,"Barbour County, WV",54001,19,131.4,"14,456"
HIV prevalence,2013,"Barbour County, WV",54001,15,104.1,"14,402"
HIV prevalence,2012,"Barbour County, WV",54001,15,104.2,"14,399"
HIV prevalence,2011,"Barbour County, WV",54001,12,85,"14,113"
HIV prevalence,2010,"Barbour County, WV",54001,12,85.1,"14,094"
HIV prevalence,2009,"Barbour County, WV",54001,5,37.2,"13,449"
HIV prevalence,2008,"Barbour County, WV",54001,5,37.5,"13,332"
HIV prevalence,2017,"Barnes County, ND",38003,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Barnes County, ND",38003,6,64.5,"9,299"
HIV prevalence,2015,"Barnes County, ND",38003,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Barnes County, ND",38003,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Barnes County, ND",38003,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Barnes County, ND",38003,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Barnes County, ND",38003,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Barnes County, ND",38003,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Barnes County, ND",38003,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Barnes County, ND",38003,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Barnstable County, MA",25001,755,394.8,"191,252"
HIV prevalence,2016,"Barnstable County, MA",25001,744,389.7,"190,936"
HIV prevalence,2015,"Barnstable County, MA",25001,733,383.9,"190,912"
HIV prevalence,2014,"Barnstable County, MA",25001,709,371.3,"190,965"
HIV prevalence,2013,"Barnstable County, MA",25001,713,373.7,"190,786"
HIV prevalence,2012,"Barnstable County, MA",25001,709,372.1,"190,548"
HIV prevalence,2011,"Barnstable County, MA",25001,615,322.7,"190,601"
HIV prevalence,2010,"Barnstable County, MA",25001,617,323.5,"190,708"
HIV prevalence,2009,"Barnstable County, MA",25001,552,283.2,"194,888"
HIV prevalence,2008,"Barnstable County, MA",25001,533,273.4,"194,955"
HIV prevalence,2017,"Barnwell County, SC",45011,122,688.3,"17,726"
HIV prevalence,2016,"Barnwell County, SC",45011,117,654.1,"17,887"
HIV prevalence,2015,"Barnwell County, SC",45011,114,634.4,"17,970"
HIV prevalence,2014,"Barnwell County, SC",45011,49,270.6,"18,106"
HIV prevalence,2013,"Barnwell County, SC",45011,33,181,"18,237"
HIV prevalence,2012,"Barnwell County, SC",45011,38,207.1,"18,353"
HIV prevalence,2011,"Barnwell County, SC",45011,96,521.7,"18,402"
HIV prevalence,2010,"Barnwell County, SC",45011,21,113.2,"18,553"
HIV prevalence,2009,"Barnwell County, SC",45011,110,592.9,"18,552"
HIV prevalence,2008,"Barnwell County, SC",45011,106,565.4,"18,748"
HIV prevalence,2017,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Barren County, KY",21009,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Barron County, WI",55005,23,60.2,"38,193"
HIV prevalence,2016,"Barron County, WI",55005,29,76,"38,166"
HIV prevalence,2015,"Barron County, WI",55005,25,65.3,"38,277"
HIV prevalence,2014,"Barron County, WI",55005,25,65.3,"38,271"
HIV prevalence,2013,"Barron County, WI",55005,22,57.2,"38,475"
HIV prevalence,2012,"Barron County, WI",55005,24,62.2,"38,600"
HIV prevalence,2011,"Barron County, WI",55005,20,51.7,"38,682"
HIV prevalence,2010,"Barron County, WI",55005,24,62.1,"38,626"
HIV prevalence,2009,"Barron County, WI",55005,13,33.6,"38,686"
HIV prevalence,2008,"Barron County, WI",55005,13,33.6,"38,745"
HIV prevalence,2017,"Barrow County, GA",13013,120,187.7,"63,927"
HIV prevalence,2016,"Barrow County, GA",13013,89,143.2,"62,154"
HIV prevalence,2015,"Barrow County, GA",13013,91,150.8,"60,355"
HIV prevalence,2014,"Barrow County, GA",13013,80,137,"58,385"
HIV prevalence,2013,"Barrow County, GA",13013,77,135.3,"56,900"
HIV prevalence,2012,"Barrow County, GA",13013,87,155.9,"55,812"
HIV prevalence,2011,"Barrow County, GA",13013,59,106.7,"55,293"
HIV prevalence,2010,"Barrow County, GA",13013,42,76.3,"55,056"
HIV prevalence,2009,"Barrow County, GA",13013,80,140.5,"56,921"
HIV prevalence,2008,"Barrow County, GA",13013,72,130.1,"55,322"
HIV prevalence,2017,"Barry County, MO",29009,49,164.1,"29,862"
HIV prevalence,2016,"Barry County, MO",29009,42,141.9,"29,588"
HIV prevalence,2015,"Barry County, MO",29009,39,131.8,"29,590"
HIV prevalence,2014,"Barry County, MO",29009,28,94.5,"29,616"
HIV prevalence,2013,"Barry County, MO",29009,24,81.3,"29,529"
HIV prevalence,2012,"Barry County, MO",29009,27,91.5,"29,508"
HIV prevalence,2011,"Barry County, MO",29009,25,84.8,"29,491"
HIV prevalence,2010,"Barry County, MO",29009,20,67.7,"29,537"
HIV prevalence,2009,"Barry County, MO",29009,10,34.2,"29,252"
HIV prevalence,2008,"Barry County, MO",29009,10,34,"29,431"
HIV prevalence,2017,"Barry County, MI",26015,22,42.9,"51,266"
HIV prevalence,2016,"Barry County, MI",26015,22,43.5,"50,523"
HIV prevalence,2015,"Barry County, MI",26015,19,37.9,"50,164"
HIV prevalence,2014,"Barry County, MI",26015,22,44.1,"49,939"
HIV prevalence,2013,"Barry County, MI",26015,25,50.4,"49,626"
HIV prevalence,2012,"Barry County, MI",26015,22,44.6,"49,363"
HIV prevalence,2011,"Barry County, MI",26015,23,46.8,"49,189"
HIV prevalence,2010,"Barry County, MI",26015,21,42.7,"49,127"
HIV prevalence,2009,"Barry County, MI",26015,17,34.9,"48,744"
HIV prevalence,2008,"Barry County, MI",26015,18,36.8,"48,977"
HIV prevalence,2017,"Bartholomew County, IN",18005,56,82.1,"68,247"
HIV prevalence,2016,"Bartholomew County, IN",18005,53,78,"67,992"
HIV prevalence,2015,"Bartholomew County, IN",18005,52,77.3,"67,313"
HIV prevalence,2014,"Bartholomew County, IN",18005,52,78.3,"66,389"
