Year,Geography,FIPS,Cases,Rate per 100000,Population,Indicator
2017,"Chase County, KS",20017,0,0,"2,259",HIV diagnoses
2016,"Chase County, KS",20017,0,0,"2,229",HIV diagnoses
2015,"Chase County, KS",20017,0,0,"2,257",HIV diagnoses
2014,"Chase County, KS",20017,0,0,"2,258",HIV diagnoses
2013,"Chase County, KS",20017,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Chase County, KS",20017,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Chase County, KS",20017,0,0,"2,338",HIV diagnoses
2010,"Chase County, KS",20017,0,0,"2,351",HIV diagnoses
2009,"Chase County, KS",20017,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Chase County, KS",20017,0,0,"2,323",HIV diagnoses
2018,"Chase County, NE",31029,0,0,"3,253",HIV diagnoses
2017,"Chase County, NE",31029,0,0,"3,239",HIV diagnoses
2016,"Chase County, NE",31029,0,0,"3,207",HIV diagnoses
2015,"Chase County, NE",31029,0,0,"3,253",HIV diagnoses
2014,"Chase County, NE",31029,0,0,"3,266",HIV diagnoses
2013,"Chase County, NE",31029,0,0,"3,258",HIV diagnoses
2012,"Chase County, NE",31029,0,0,"3,281",HIV diagnoses
2011,"Chase County, NE",31029,0,0,"3,262",HIV diagnoses
2010,"Chase County, NE",31029,0,0,"3,259",HIV diagnoses
2009,"Chase County, NE",31029,0,0,"3,033",HIV diagnoses
2008,"Chase County, NE",31029,0,0,"3,050",HIV diagnoses
2018,"Chatham County, NC",37037,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Chatham County, NC",37037,5,8.2,"61,025",HIV diagnoses
2016,"Chatham County, NC",37037,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Chatham County, NC",37037,6,10.3,"58,302",HIV diagnoses
2014,"Chatham County, NC",37037,0,0,"56,804",HIV diagnoses
2013,"Chatham County, NC",37037,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Chatham County, NC",37037,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Chatham County, NC",37037,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Chatham County, NC",37037,5,9.3,"53,588",HIV diagnoses
2009,"Chatham County, NC",37037,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Chatham County, NC",37037,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Chatham County, GA",13051,71,29.1,"244,130",HIV diagnoses
2017,"Chatham County, GA",13051,86,35.4,"243,264",HIV diagnoses
2016,"Chatham County, GA",13051,93,38.5,"241,843",HIV diagnoses
2015,"Chatham County, GA",13051,66,27.6,"239,129",HIV diagnoses
2014,"Chatham County, GA",13051,86,36.5,"235,703",HIV diagnoses
2013,"Chatham County, GA",13051,96,41.5,"231,597",HIV diagnoses
2012,"Chatham County, GA",13051,79,34.3,"230,309",HIV diagnoses
2011,"Chatham County, GA",13051,103,45.5,"226,354",HIV diagnoses
2010,"Chatham County, GA",13051,84,37.9,"221,533",HIV diagnoses
2009,"Chatham County, GA",13051,112,52.9,"211,549",HIV diagnoses
2008,"Chatham County, GA",13051,123,59.3,"207,294",HIV diagnoses
2018,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Chattahoochee County, GA",13053,0,0,"8,363",HIV diagnoses
2015,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Chattahoochee County, GA",13053,0,0,"9,514",HIV diagnoses
2011,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Chattahoochee County, GA",13053,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Chattahoochee County, GA",13053,0,0,"11,240",HIV diagnoses
2018,"Chattooga County, GA",13055,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Chattooga County, GA",13055,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Chattooga County, GA",13055,0,0,"20,898",HIV diagnoses
2015,"Chattooga County, GA",13055,0,0,"20,890",HIV diagnoses
2014,"Chattooga County, GA",13055,0,0,"20,900",HIV diagnoses
2013,"Chattooga County, GA",13055,0,0,"21,096",HIV diagnoses
2012,"Chattooga County, GA",13055,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Chattooga County, GA",13055,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Chattooga County, GA",13055,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Chattooga County, GA",13055,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Chattooga County, GA",13055,5,22.2,"22,498",HIV diagnoses
2018,"Chautauqua County, KS",20019,0,0,"2,837",HIV diagnoses
2017,"Chautauqua County, KS",20019,0,0,"2,852",HIV diagnoses
2016,"Chautauqua County, KS",20019,0,0,"2,855",HIV diagnoses
2015,"Chautauqua County, KS",20019,0,0,"2,900",HIV diagnoses
2014,"Chautauqua County, KS",20019,0,0,"2,956",HIV diagnoses
2013,"Chautauqua County, KS",20019,0,0,"3,030",HIV diagnoses
2012,"Chautauqua County, KS",20019,0,0,"3,063",HIV diagnoses
2011,"Chautauqua County, KS",20019,0,0,"3,100",HIV diagnoses
2010,"Chautauqua County, KS",20019,0,0,"3,140",HIV diagnoses
2009,"Chautauqua County, KS",20019,0,0,"3,240",HIV diagnoses
2008,"Chautauqua County, KS",20019,0,0,"3,263",HIV diagnoses
2018,"Chautauqua County, NY",36013,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Chautauqua County, NY",36013,8,7.3,"110,219",HIV diagnoses
2016,"Chautauqua County, NY",36013,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Chautauqua County, NY",36013,5,4.5,"111,650",HIV diagnoses
2014,"Chautauqua County, NY",36013,7,6.2,"112,493",HIV diagnoses
2013,"Chautauqua County, NY",36013,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Chautauqua County, NY",36013,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Chautauqua County, NY",36013,5,4.4,"114,095",HIV diagnoses
2010,"Chautauqua County, NY",36013,9,7.9,"114,324",HIV diagnoses
2009,"Chautauqua County, NY",36013,9,7.9,"113,724",HIV diagnoses
2008,"Chautauqua County, NY",36013,10,8.8,"113,739",HIV diagnoses
2018,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Chaves County, NM",35005,5,9.4,"53,153",HIV diagnoses
2014,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Chaves County, NM",35005,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Cheatham County, TN",47021,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Cheatham County, TN",47021,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Cheatham County, TN",47021,10,29.9,"33,490",HIV diagnoses
2015,"Cheatham County, TN",47021,10,30.1,"33,264",HIV diagnoses
2014,"Cheatham County, TN",47021,12,36.2,"33,164",HIV diagnoses
2013,"Cheatham County, TN",47021,8,24.3,"32,865",HIV diagnoses
2012,"Cheatham County, TN",47021,6,18.4,"32,621",HIV diagnoses
2011,"Cheatham County, TN",47021,5,15.5,"32,307",HIV diagnoses
2010,"Cheatham County, TN",47021,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Cheatham County, TN",47021,9,27.3,"32,990",HIV diagnoses
2008,"Cheatham County, TN",47021,17,52.2,"32,595",HIV diagnoses
2018,"Cheboygan County, MI",26031,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Cheboygan County, MI",26031,0,0,"22,537",HIV diagnoses
2016,"Cheboygan County, MI",26031,0,0,"22,521",HIV diagnoses
2015,"Cheboygan County, MI",26031,0,0,"22,430",HIV diagnoses
2014,"Cheboygan County, MI",26031,0,0,"22,553",HIV diagnoses
2013,"Cheboygan County, MI",26031,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Cheboygan County, MI",26031,0,0,"22,425",HIV diagnoses
2011,"Cheboygan County, MI",26031,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Cheboygan County, MI",26031,0,0,"22,495",HIV diagnoses
2009,"Cheboygan County, MI",26031,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Cheboygan County, MI",26031,0,0,"22,769",HIV diagnoses
2018,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Chelan County, WA",53007,6,9.6,"62,742",HIV diagnoses
2015,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Chelan County, WA",53007,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Chemung County, NY",36015,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Chemung County, NY",36015,6,8.3,"71,931",HIV diagnoses
2016,"Chemung County, NY",36015,6,8.3,"72,503",HIV diagnoses
2015,"Chemung County, NY",36015,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Chemung County, NY",36015,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Chemung County, NY",36015,6,8.1,"74,368",HIV diagnoses
2012,"Chemung County, NY",36015,9,12,"75,017",HIV diagnoses
2011,"Chemung County, NY",36015,5,6.7,"74,868",HIV diagnoses
2010,"Chemung County, NY",36015,7,9.4,"74,843",HIV diagnoses
2009,"Chemung County, NY",36015,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Chemung County, NY",36015,7,9.4,"74,377",HIV diagnoses
2018,"Chenango County, NY",36017,0,0,"40,681",HIV diagnoses
2017,"Chenango County, NY",36017,0,0,"40,896",HIV diagnoses
2016,"Chenango County, NY",36017,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Chenango County, NY",36017,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Chenango County, NY",36017,0,0,"42,065",HIV diagnoses
2013,"Chenango County, NY",36017,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Chenango County, NY",36017,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Chenango County, NY",36017,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Chenango County, NY",36017,0,0,"42,668",HIV diagnoses
2009,"Chenango County, NY",36017,0,0,"43,049",HIV diagnoses
2008,"Chenango County, NY",36017,0,0,"43,212",HIV diagnoses
2018,"Cherokee County, TX",48073,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Cherokee County, TX",48073,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Cherokee County, TX",48073,5,11.8,"42,315",HIV diagnoses
2015,"Cherokee County, TX",48073,9,21.4,"42,018",HIV diagnoses
2014,"Cherokee County, TX",48073,6,14.4,"41,738",HIV diagnoses
2013,"Cherokee County, TX",48073,5,12,"41,658",HIV diagnoses
2012,"Cherokee County, TX",48073,5,12,"41,694",HIV diagnoses
2011,"Cherokee County, TX",48073,5,12.1,"41,455",HIV diagnoses
2010,"Cherokee County, TX",48073,8,19.3,"41,388",HIV diagnoses
2009,"Cherokee County, TX",48073,7,17.9,"39,105",HIV diagnoses
2008,"Cherokee County, TX",48073,9,23.1,"38,994",HIV diagnoses
2018,"Cherokee County, SC",45021,9,18.9,"47,704",HIV diagnoses
2017,"Cherokee County, SC",45021,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Cherokee County, SC",45021,5,10.6,"47,219",HIV diagnoses
2015,"Cherokee County, SC",45021,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Cherokee County, SC",45021,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Cherokee County, SC",45021,5,10.8,"46,493",HIV diagnoses
2012,"Cherokee County, SC",45021,6,13,"46,167",HIV diagnoses
2011,"Cherokee County, SC",45021,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Cherokee County, SC",45021,7,15.3,"45,749",HIV diagnoses
2009,"Cherokee County, SC",45021,9,19.9,"45,209",HIV diagnoses
2008,"Cherokee County, SC",45021,5,11.1,"45,068",HIV diagnoses
2018,"Cherokee County, KS",20021,0,0,"16,818",HIV diagnoses
2017,"Cherokee County, KS",20021,0,0,"16,866",HIV diagnoses
2016,"Cherokee County, KS",20021,0,0,"16,905",HIV diagnoses
2015,"Cherokee County, KS",20021,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Cherokee County, KS",20021,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Cherokee County, KS",20021,0,0,"17,362",HIV diagnoses
2012,"Cherokee County, KS",20021,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Cherokee County, KS",20021,0,0,"17,636",HIV diagnoses
2010,"Cherokee County, KS",20021,0,0,"17,703",HIV diagnoses
2009,"Cherokee County, KS",20021,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Cherokee County, KS",20021,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Cherokee County, IA",19035,0,0,"9,533",HIV diagnoses
2017,"Cherokee County, IA",19035,0,0,"9,561",HIV diagnoses
2016,"Cherokee County, IA",19035,0,0,"9,632",HIV diagnoses
2015,"Cherokee County, IA",19035,0,0,"9,739",HIV diagnoses
2014,"Cherokee County, IA",19035,0,0,"9,998",HIV diagnoses
2013,"Cherokee County, IA",19035,0,0,"10,103",HIV diagnoses
2012,"Cherokee County, IA",19035,0,0,"10,180",HIV diagnoses
2011,"Cherokee County, IA",19035,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Cherokee County, IA",19035,0,0,"10,334",HIV diagnoses
2009,"Cherokee County, IA",19035,0,0,"9,715",HIV diagnoses
2008,"Cherokee County, IA",19035,0,0,"9,789",HIV diagnoses
2018,"Cherokee County, OK",40021,0,0,"41,021",HIV diagnoses
2017,"Cherokee County, OK",40021,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Cherokee County, OK",40021,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Cherokee County, OK",40021,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Cherokee County, OK",40021,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Cherokee County, OK",40021,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Cherokee County, OK",40021,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Cherokee County, OK",40021,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Cherokee County, OK",40021,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Cherokee County, OK",40021,0,0,"38,083",HIV diagnoses
2008,"Cherokee County, OK",40021,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Cherokee County, NC",37039,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Cherokee County, NC",37039,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Cherokee County, NC",37039,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Cherokee County, NC",37039,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Cherokee County, NC",37039,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Cherokee County, NC",37039,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Cherokee County, NC",37039,0,0,"23,556",HIV diagnoses
2011,"Cherokee County, NC",37039,0,0,"23,602",HIV diagnoses
2010,"Cherokee County, NC",37039,0,0,"23,753",HIV diagnoses
2009,"Cherokee County, NC",37039,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Cherokee County, NC",37039,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Cherokee County, GA",13057,15,7.1,"211,103",HIV diagnoses
2017,"Cherokee County, GA",13057,19,9.3,"205,004",HIV diagnoses
2016,"Cherokee County, GA",13057,19,9.5,"199,112",HIV diagnoses
2015,"Cherokee County, GA",13057,22,11.4,"192,779",HIV diagnoses
2014,"Cherokee County, GA",13057,25,13.3,"187,635",HIV diagnoses
2013,"Cherokee County, GA",13057,20,11,"181,982",HIV diagnoses
2012,"Cherokee County, GA",13057,18,10.1,"178,032",HIV diagnoses
2011,"Cherokee County, GA",13057,18,10.3,"174,721",HIV diagnoses
2010,"Cherokee County, GA",13057,14,8.1,"172,089",HIV diagnoses
2009,"Cherokee County, GA",13057,24,14.1,"169,636",HIV diagnoses
2008,"Cherokee County, GA",13057,33,19.9,"165,768",HIV diagnoses
2018,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Cherokee County, AL",1019,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Cherokee County, AL",1019,6,28.8,"20,807",HIV diagnoses
2018,"Cherry County, NE",31031,0,0,"4,780",HIV diagnoses
2017,"Cherry County, NE",31031,0,0,"4,826",HIV diagnoses
2016,"Cherry County, NE",31031,0,0,"4,865",HIV diagnoses
2015,"Cherry County, NE",31031,0,0,"4,879",HIV diagnoses
2014,"Cherry County, NE",31031,0,0,"4,857",HIV diagnoses
2013,"Cherry County, NE",31031,0,0,"4,847",HIV diagnoses
2012,"Cherry County, NE",31031,0,0,"4,839",HIV diagnoses
2011,"Cherry County, NE",31031,0,0,"4,845",HIV diagnoses
2010,"Cherry County, NE",31031,0,0,"4,822",HIV diagnoses
2009,"Cherry County, NE",31031,0,0,"4,625",HIV diagnoses
2008,"Cherry County, NE",31031,0,0,"4,681",HIV diagnoses
2018,"Chesapeake City, VA",51550,28,13.9,"201,190",HIV diagnoses
2017,"Chesapeake City, VA",51550,20,10,"199,221",HIV diagnoses
2016,"Chesapeake City, VA",51550,31,15.7,"197,045",HIV diagnoses
2015,"Chesapeake City, VA",51550,21,10.8,"194,942",HIV diagnoses
2014,"Chesapeake City, VA",51550,26,13.4,"193,352",HIV diagnoses
2013,"Chesapeake City, VA",51550,48,25.2,"190,590",HIV diagnoses
2012,"Chesapeake City, VA",51550,23,12.2,"188,295",HIV diagnoses
2011,"Chesapeake City, VA",51550,29,15.6,"185,326",HIV diagnoses
2010,"Chesapeake City, VA",51550,39,21.2,"183,586",HIV diagnoses
2009,"Chesapeake City, VA",51550,24,13.2,"182,323",HIV diagnoses
2008,"Chesapeake City, VA",51550,45,25,"180,336",HIV diagnoses
2018,"Cheshire County, NH",33005,0,0,"66,924",HIV diagnoses
2017,"Cheshire County, NH",33005,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Cheshire County, NH",33005,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Cheshire County, NH",33005,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Cheshire County, NH",33005,0,0,"66,445",HIV diagnoses
2013,"Cheshire County, NH",33005,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Cheshire County, NH",33005,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Cheshire County, NH",33005,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Cheshire County, NH",33005,0,0,"66,682",HIV diagnoses
2009,"Cheshire County, NH",33005,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Cheshire County, NH",33005,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Chester County, TN",47023,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Chester County, TN",47023,0,0,"14,507",HIV diagnoses
2016,"Chester County, TN",47023,0,0,"14,454",HIV diagnoses
