CalcLocation,Name,Address,City,State,Zip,formated_phone,Status,Icon,Type
"18.36937600,-66.06280400",FARMACIA CUPEY GARDENS,200 AVE CUPEY GARDENS PLAZA SUITE 1E,SAN JUAN,PR,9267341,787-761-1212,not participating,measle_white,Pharmacy
"18.42383000,-66.03647900",KMART PHARMACY7783,"Calle Calaf 525, Plaza Las Americas",SAN JUAN,PR,918,787-282-2291,open,small_green,Pharmacy
"18.44023200,-66.05376500",WALGREENS,AVENIDA LA SIERRA Y LOMAS VERDES CUPEY,RIO PIEDRAS,PR,926,787-292-2050,open,small_green,Pharmacy
"18.45490700,-66.06524900",ASHFORD PRESBYTERIAN COMMUNITY PHARMACY,1451 ASHFORD AVENUE,SAN JUAN,PR,902,787-721-2160,open,small_green,Pharmacy
"18.41906900,-66.06231900",FARMACIA SIEMPREABIERTA,370 Domenech Ave,SAN JUAN,PR,918,787-764-3360,not participating,measle_white,Pharmacy
"18.46546200,-66.09671900",METRO PHARMACY HATO REY,AVE MUÃ‘OZ RIVERA 422 CALLE AGUEYBANA URB EL VEDADO,SAN JUAN,PR,9183307,787-763-5308,not participating,measle_white,Pharmacy
"18.41898600,-66.05607900",Milla de Oro,AVE PONCE DE LEON 455,HATO REY,PR,917,787-294-6242,not participating,measle_white,Pharmacy
"18.46788800,-66.11741800",FARMACIA CDT DR JAVIER J ANTON,"Plaza Del Mercado, Rafael Hernandez Calle Vallejo, Esq. Pinero Lote#23",SAN JUAN,PR,925,787-274-0254,unknown,small_yellow,Pharmacy
"18.45135700,-66.08014600",Farmacia CDT DR. Gualberto Rabell,CALLE CERRA 900 FINAL,SANTURCE,PR,9075104,787-722-4600,open,small_green,Pharmacy
"18.40146300,-66.05631000",WALGREENS #396,999 MUNOZ RIVERA AVE,SAN JUAN,PR,925,787-294-0407,open,small_green,Pharmacy
"18.41906900,-66.06231900",WALGREENS #283,685 AVE CEZAR GONZALES,SAN JUAN,PR,918,787-294-1730,open,small_green,Pharmacy
"18.40402600,-66.00932900",FCIA MARIE INC,CALLE DURBEC 927 COUNTRY CLUB,SAN JUAN,PR,924,787-769-5350,not participating,measle_white,Pharmacy
"18.43789600,-66.04808700",FARMACIA LAS CASAS,2304 AVE BORINQUEN BO OBRERO,Santurce,PR,9154427,787-726-3350,open,small_green,Pharmacy
"18.45076200,-66.05466000",FARMACIA MERCIER,1511 CALLE LOIZA,SAN JUAN,PR,911,787-728-0800,not participating,measle_white,Pharmacy
"18.39475000,-66.04104800",COSTCO PHARMACY,1185 65TH INFANTRY AVE,SAN JUAN,PR,924,787-999-7203,open,small_green,Pharmacy
"18.41046200,-66.06053300",ONE STOP PRESCRIPTION LAS AMERICAS,CENTRO COMERCIAL PLAZA LAS AMERICAS AVE ROOSEVELT,SAN JUAN,PR,919,787-777-0411,open,small_green,Pharmacy
"18.39227300,-66.08855200",ONE STOP PRESCRIPTION,1900 Ave Jesus T. PIÃ‘EROJESUS T PINERO Altamira Shopping Center,San Juan,PR,9211101,787-749-0567,open,small_green,Pharmacy
"18.36937600,-66.06280400",WALGREENS #7706,CHALETS DE CUPEY AND PR 845,SAN JUAN,PR,9260000,787-755-1375,open,small_green,Pharmacy
"18.36937600,-66.06280400",FARMACIA REY #3,CARR 842 KM 2.6 CAMINOS LOS CATALAS BO CAIMITO,SAN JUAN,PR,926,787-790-9009,open,small_green,Pharmacy
"18.45267900,-66.07811300",ONE STOP PRESCRIPTION,114 Ave De Diego,Santurce,PR,9072345,787-977-2007,open,small_green,Pharmacy
"18.39639200,-66.01146000",FARMACIA AMIGA MONTECARLO,Centro Comercial MonteCarlo Ave Rafael Hernandez Marin 800 Sta 5,SAN JUAN,PR,924,787-762-1616,open,small_green,Pharmacy
"18.43833400,-66.06030100",EL BOTIQUIN DE LA 26 INC,602 CALLE SAGRADO CORAZON 1A,SAN JUAN,PR,9092409,787-982-2323,open,small_green,Pharmacy
"18.40680800,-66.09188500",FARMACIA SUMMIT HILLS,1727 AVE JESUS T PINERO,SAN JUAN,PR,9205408,787-792-5797,open,small_green,Pharmacy
"18.41161400,-66.08183300",FARMACIA IBARRA,URB PUERTO NUEVO,SAN JUAN,PR,9204103,787-793-5045,open,small_green,Pharmacy
"18.44338400,-66.06813300",FARMACIA METROPOLITANA,1302 AVE FERNANDEZ JUNCOS PDA 19,SAN JUAN,PR,9092521,787-725-1698,not participating,measle_white,Pharmacy
"18.35601400,-66.06293600",FIRST PHARMACY 5,Calle Dr. Manuel Pavia #615,SAN JUAN,PR,909,787-722-3600,open,small_green,Pharmacy
"18.36937600,-66.06280400",FARMACIA EL PARAISO INC,CHAPULTEPEC ST PARK GARDENS P 10,SAN JUAN,PR,926,787-283-0073,not participating,measle_white,Pharmacy
"18.44023200,-66.05376500",ABC PHARMACY,201 AVENIDA DE DIEGO STE 55,SAN JUAN,PR,927,787-763-8996,open,small_green,Pharmacy
"18.45164700,-66.07700300",WALGREENS #12661,1411 AVE ASHFORD ESQ WASHINGTON,SAN JUAN,PR,907,787-725-4313,open,small_green,Pharmacy
"18.40105500,-66.04977300",WALGREENS,EL SENIORAL SC AVE WINSTON CHURCHILL EQ PARANA,SAN JUAN,PR,925,787-751-7219,open,small_green,Pharmacy
"18.36645500,-66.06137400",Farmacia Rey #2,Ave Winston Churchill 124 Urb Crown Hills,San Juan,PR,926,787-296-1616,open,small_green,Pharmacy
"18.41906900,-66.06231900",WALGREENS #11847,"Ave. Elanor Roosevelt, Esquina Munoz Rivera Hato Rey",San Juan,PR,9181808,787-296-8460,open,small_green,Pharmacy
"18.43789600,-66.04808700",Farmacia CCB,2016 AVE BORINQUEN BO OBRERO SANTURCE,SAN JUAN,PR,9153823,787-268-4171,open,small_green,Pharmacy
"18.46590100,-66.10356800",CVS Pharmacy # 07979,105 Paseo Concepcion De Gracia Ste 1,San Juan,PR,901,787-725-2500,open,small_green,Pharmacy
"18.39475000,-66.04104800",Farmacia Complejo Medico Social,Avenida 65 de Infanteria KM.3.4 Bo. Sabana Llana Rio Piedras,SAN JUAN,PR,926,787-767-7676,not participating,measle_white,Pharmacy
"18.36340600,-66.07327900",Farmacia Esperanza,Ave Emiliano Pol #489 Urb La Cumbre,San Juan,PR,926,787-708-1300,open,small_green,Pharmacy
"18.41906900,-66.06231900",WALGREENS #13936,"Ave. FD Roosevelt , Plaza Las Americas 3 ER Piiso, Local 609",SAN JUAN,PR,918,787-771-1644,open,small_green,Pharmacy
"18.44926300,-66.07522900",Walgreens,Calle Roberto H Todd Esq Ave Fernandez Juncos,San Juan,PR,9074807,787-945-7710,open,small_green,Pharmacy
"18.45164700,-66.07700300",Walgreens,"Carr. #2, Ponce By Pass Esq, Ave, Hostos",Ponce,PR,907,787-841-7791,open,small_green,Pharmacy
"18.40105500,-66.04977300",WALGREENS,"LOS PRADOS SHOPPING CENTER, LOCAL B-10 Y B-11, GRAND BOULEVARD, LOS PRADOS",CAGUAS,PR,925,787-744-2347,open,small_green,Pharmacy
"18.40105500,-66.04977300",Walgreens #15191,"Centro Commercial 65th Infanteria Ave 65th Infanteria, Esq. Barbosa",San Juan,PR,9253215,787-777-1120,open,small_green,Pharmacy
"18.38517400,-66.07195900",Farmacia Caridad #7,310 AVE. LOMAS VERDES,San Juan,PR,927,787-740-7000,open,small_green,Pharmacy
"18.42201800,-66.05060200",Walgreens,404 Ave Barbosa Esq Sicilia Bo rio Piedras,San Juan,PR,9170000,787-919-0270,open,small_green,Pharmacy
"18.39784100,-66.04941400",FARMACIA REY #10,100 Calle Arzuaga Esquina Camelia Soto,San Juan,PR,9253705,787-771-8383,unknown,small_yellow,Pharmacy
"18.38517400,-66.07195900",Farmacia Caridad #9,282 Ave Jesus T Pinero Ste 100,San Juan,PR,9273915,787-523-3555,open,small_green,Pharmacy
"18.40680800,-66.09188500",Sams Pharmacy 10-4866,Bechara Industrial Park 1045 Marginal John F Kennedy,San Juan,PR,9201715,787-522-3601,open,small_green,Pharmacy
"18.44498500,-66.05333100",Farmacia Rey # 12,300 Calle Tapia Esq Gilberto Monroig,San Juan,PR,9124219,787-982-6969,open,small_green,Pharmacy
"18.36937600,-66.06280400",Walgreens,"Carr .199, eSQ. 844 Barrio Cupey",San Juan,PR,926,787-777-1285,open,small_green,Pharmacy
"18.38517400,-66.07195900",Pro Health Pharmacy Corp,312  32nd St.Villa Nevarez Americo Miranda Ave. East,San Juan,PR,927,787-749-0125,open,small_green,Pharmacy
"18.45232100,-66.07258900",WalMart Pharmacy 10-5803,"Calle Labra, Esquina Corchado",San Juan,PR,936,787-641-5606,open,small_green,Pharmacy
"18.39639200,-66.01146000",Farmacia Lujan,819 Ave Roberto Sanchez Vilella Urb Country Club,San Juan,PR,9242568,787-762-3200,open,small_green,Pharmacy
"18.39639200,-66.01146000",Farma Entrega,Urb. Club Manor Calle Jose Abad 1217,San Juan,PR,924,787-455-9250,open,small_green,Pharmacy
"18.44338400,-66.06813300",Pueblo Pharmacy #984,1511 Ave Ponce De Leon Santurce,San Juan,PR,909,787-725-8112,open,small_green,Pharmacy
"18.45164700,-66.07700300",Farmacia MetroPharmacie,"Edif San Juan Health Centre 150 Ave. De Diego, 1er piso",San Juan,PR,907,787-725-8073,open,small_green,Pharmacy
"18.45164700,-66.07700300",CVS Pharmacy #,1307 Ave Ashford,San Juan,PR,9071325,787-289-2510,open,small_green,Pharmacy
"18.36937600,-66.06280400",PHARMAXPRESS,CARR. 176 ESQ. AVE. SAN CLAUDIO 350,SAN JUAN,PR,926,787-332-1280,open,small_green,Pharmacy
"18.45267900,-66.07811300",ExpressCare Pharmacy,1100 Ave Fernandez Juncos,Santurce,PR,9074708,787-721-9154,open,small_green,Pharmacy
"18.40309300,-66.08754400",Farmacia Central Plus,1304C Ave Jesus T Pinero,San Juan,PR,9211508,787-705-6484,open,small_green,Pharmacy
"18.45164700,-66.07700300",Farmacia CDT Dr. Enrique Koppisch,Esq. Barbosa #404 Calle Sicilia,San Juan,PR,907,787-294-0076,open,small_green,Pharmacy
"18.35579400,-66.06273100",Farmacia CDT Dr. Oliveras Guerra,"Calle 8 esq. Calle 45 Parcelas Falu, Sabana Llana",San Juan,PR,925,787-296-1225,open,small_green,Pharmacy
"18.41965000,-66.08200200",Farmacia CDT Dr Jose A. Lopez Antongiorgi,Calle 25 NE #333 Urb Puerto Nuevo,San Juan,PR,920,787-775-7773,open,small_green,Pharmacy
"18.45422600,-66.08393500",Farmacia CDT Dr. Arnaldo J. Garcia,Calle Flor Antillana Res. Luis Llorens Torres,Santurce,PR,907,787-982-8300,open,small_green,Pharmacy
"18.41906900,-66.06231900",FARMACIA CHARDON,210 Calle Jose Oliver,San Juan,PR,918,787-919-7166,open,small_green,Pharmacy
"18.36937600,-66.06280400",Tu Farmacia de Comunidad,Urb. Park Gardens Calle Chapultepec #P-10,San Juan,PR,926,787-293-2222,open,small_green,Pharmacy
"18.41906900,-66.06231900",CVS Pharmacy #,374 Ave Ponce De Leon,San Juan,PR,9182024,787-766-7200,open,small_green,Pharmacy
"18.43789600,-66.04808700",CVS Pharmacy #,1901 Ave Rexach,San Juan,PR,915,787-727-7770,open,small_green,Pharmacy
"18.36937600,-66.06280400",Farmacia Central Drug,carretera # 1 km 25.5 Bo Quebrada arena,san juan,PR,926,787-783-9855,open,small_green,Pharmacy
"18.46590100,-66.10356800",Walgreens,100 Brumbaugh Viejo San Juan Hotel Sheraton Old SanJuan,San Juan,PR,9012620,787-723-1364,open,small_green,Pharmacy
"18.41046200,-66.06053300",Farmacias Savia #2,Carr 181 Km 3.4 Trujillo Alto Plaza,Trujillo Alto,PR,908,787-534-3000,open,small_green,Pharmacy
"18.46590100,-66.10356800",Farmacia Paomela,162 Ave De La Constitucion Ste 2,San Juan,PR,9012107,939-337-7411,open,small_green,Pharmacy
"18.40349700,-66.08665300",Super One Pharmacy,Central Plaza Shopping Center Suite #1 PiÃ±ero Ave. /San Patricio Ave. Corner,San Juan,PR,920,787-705-0938,not participating,measle_white,Pharmacy
"18.41906900,-66.06231900",Pueblo Pharmacy #115,652 Ave. Munoz Rivera Suite 200,San Juan,PR,918,787-754-8087,not participating,measle_white,Pharmacy
"18.18758400,-65.96238900",FARMACIA SAN LUIS,106 Calle Munoz Rivera S Apt 1,SAN LORENZO,PR,7543925,787-736-2771,open,small_green,Pharmacy
"18.18758400,-65.96238900",FARMACIA DEL PUEBLO,CALLE MUNOZ RIVERA NO 8,SAN LORENZO,PR,7540077,787-736-4845,open,small_green,Pharmacy
"18.18758400,-65.96238900",CENTRO RYDER SAN LORENZO,CALLE LUIS MUTOZ MARIA FINAL,SAN LORENZO,PR,754,787-715-2850,open,small_green,Pharmacy
"18.18758400,-65.96238900",WALGREENS #53,ROAD 181 AND ROAD 183,SAN LORENZO,PR,754,787-715-0503,open,small_green,Pharmacy
"18.18758400,-65.96238900",FARMACIA SAN LORENZO,LUIS MUNOZ RIVERA 4,SAN LORENZO,PR,754,787-736-3641,open,small_green,Pharmacy
"18.18758400,-65.96238900",Farmacia Samaritana,Urb Santa Clara 150 Carr 9931 Ste 1,San Lorenzo,PR,7544533,787-731-7100,open,small_green,Pharmacy
"18.18476800,-65.96188100","Farmacia NeoMed Center , Inc. San Lorenzo",11 Calle Condado,San Lorenzo,PR,754,787-736-8259,open,small_green,Pharmacy
"18.18979400,-65.96174300",Farmacia Espino Inc,Carr 181 Km 0.2 Ramal 745 Bo Espino,San Lorenzo,PR,754,787-736-0069,open,small_green,Pharmacy
"18.19072300,-65.97243600",Farmacia Don Mode,"Carr 183, km 1 Bo. Hato San Lorenzo Shopping Center",San Lorenzo,PR,754,787-715-1770,open,small_green,Pharmacy
"18.18758400,-65.96238900",Farmacia San Miguel SL Inc,carrt. 181 Km 0.6 Int. Carrt. 183,San Lorenzo,PR,754,787-736-2900,open,small_green,Pharmacy
"18.18758400,-65.96238900",FARMACIA RUIZ BELVIS DE SAN LORENZO,Carretera 181 Km 1.0 Bo. Quemados,San Lorenzo,PR,754,787-715-3800,open,small_green,Pharmacy
"18.32360000,-66.97222700",FARMACIA CENTRAL,10 MUNOZ RIVERA,SAN SEBASTIAN,PR,685,787-896-1115,open,small_green,Pharmacy
"18.32360000,-66.97222700",Farmacia Modelo,CALLE MJ CABRERO SUITE 54,SAN SEBASTIAN,PR,685,787-896-1154,not participating,measle_white,Pharmacy
"18.32360000,-66.97222700",FARMACIA SANTA RITA,CALLE JOSE M CARDONA 3,SAN SEBASTIAN,PR,685,787-896-1850,open,small_green,Pharmacy
"18.32360000,-66.97222700",FARMACIA NUEVA,3 Urb Raholisa Gdns,SAN SEBASTIAN,PR,685,787-896-2080,open,small_green,Pharmacy
"18.32360000,-66.97222700",FARMACIA PEPINO,1001 AVE EMERITO ESTRADA,SAN SEBASTIAN,PR,685,787-896-3090,open,small_green,Pharmacy
"18.32360000,-66.97222700",FARMACIA SAN ANTONIO,Ave Emerito Estrada 1488,SAN SEBASTIAN,PR,6853023,787-280-0606,not participating,measle_white,Pharmacy
"18.32360000,-66.97222700",FARMACIA EL BUEN PASTOR,CARR 111 KM 14 5 PLAZA HATO ARRIBA,SAN SEBASTIAN,PR,685,787-896-6340,open,small_green,Pharmacy
"18.32360000,-66.97222700",FARMACIA SAN SEBASTIAN,KM 28 6 HOYAMALA CARR 119,SAN SEBASTIAN,PR,6850610,787-896-4650,not participating,measle_white,Pharmacy
"18.32360000,-66.97222700",FARMACIA CDT PEPINO HEALTH GROUP,CALLE PAVIA FERNANDEZ 126,SAN SEBASTIAN,PR,685,787-896-0709,open,small_green,Pharmacy
"18.32360000,-66.97222700",WALGREENS,Carr PR-111 KM 18.2,SAN SEBASTIAN,PR,685,787-896-1040,open,small_green,Pharmacy
"18.32360000,-66.97222700",SAN SEBASTIAN PHARMACY EXPRESS,CARR 119 KM 38.0 BARRIO CALABASAS,SAN SEBASTIAN,PR,685,787-896-4747,open,small_green,Pharmacy
"18.32360000,-66.97222700",Farmacia SanDut,CARR. 435 INT 433 KM. 4.1 Calabazas,San Sebastian,PR,685,787-896-1111,open,small_green,Pharmacy
"18.32360000,-66.97222700",Farmacia Yani INC,Carretera 109 km 26.7 Bo. Culebrina,San Sebastian,PR,685,787-896-1212,open,small_green,Pharmacy
"18.32360000,-66.97222700",Farmacia Yary Mar,Carr #446 Km 3.3 Bo Robles,San Sebastian,PR,685,787-896-6969,open,small_green,Pharmacy
"18.32360000,-66.97222700",CIV Pharmacy,Carr 125 km 21.9 Bo. Bahomamey San Sebastian Medical Center Suite # 4,San Sebastian,PR,685,787-926-7999,open,small_green,Pharmacy
"18.32360000,-66.97222700",Farmacia Mi Anhelo,Bo. Aibonito Guerrero Carr 447 km 3.8,San Sebastian,PR,685,787-280-9032,open,small_green,Pharmacy
"18.32360000,-66.97222700",Pharmacy Care,Carretera 111 Km 17.7 Bo. Guatemala,San Sebastian,PR,685,787-280-3811,open,small_green,Pharmacy
"18.32360000,-66.97222700",MONROIG PHARMA PLUS,CARR 445 KM 2.5 BO SALTOS,SAN SEBASTIAN,PR,685,787-280-6245,open,small_green,Pharmacy
"18.32360000,-66.97222700",Pharmamax San Sebastian,Ave 111 km 18.7,San Sebastian,PR,685,787-896-4141,open,small_green,Pharmacy
"17.99123300,-66.39554300",FARMACIA LA IDEAL INC,CELIS AGUILAERA ST NO 4,SANTA ISABEL,PR,7570139,787-845-4690,not participating,measle_white,Pharmacy
"17.99123300,-66.39554300",Farmacia Rey #16,37 Calle Luis Munoz Rivera,SANTA ISABEL,PR,7572610,787-845-2545,open,small_green,Pharmacy
"17.99123300,-66.39554300",FARMACIA LA FE # 3,40 Calle Luis Munoz Rivera,SANTA ISABEL,PR,757,787-845-6695,not participating,measle_white,Pharmacy
"17.99123300,-66.39554300",HIGHWAY PHARMACY,"Carr. 153, KM 6.0 Bo. Felicia",SANTA ISABEL,PR,757,787-845-6272,open,small_green,Pharmacy
"17.99123300,-66.39554300",WALMART PHARMACY 10-3693,CARR ESTATAL 153 KM 7.2,SANTA ISABEL,PR,757,787-971-1010,open,small_green,Pharmacy
"17.96572700,-66.40470300",Nova Pharmacy Corp.,Calle Betances #18,Santa Isabel,PR,757,787-845-2400,not participating,measle_white,Pharmacy
"17.99123300,-66.39554300",NOVA PHARMACY  INC,URB LA HACIENDA CALLE 1 A-1 BO JAUCA,SANTA ISABEL,PR,757,787-845-0505,not participating,measle_white,Pharmacy
"17.99123300,-66.39554300",WALGREENS,"CARR 153, BO. FELICIA II, PLAZA PRADOS DEL SUR",SANTA ISABEL,PR,757,787-845-2227,open,small_green,Pharmacy
"17.99123300,-66.39554300",NOVA PHARMACY 3 INC,PLAZA LA CEIBA SHOPPING CENTER #8 BO FELICIA 2,SANTA ISABEL,PR,757,787-845-1400,not participating,measle_white,Pharmacy
"18.38783100,-66.24917900",FARMACIA SAN FERNANDO,CALLE LUIS MUNOZ RIVERA STE 17,TOA ALTA,PR,953,787-870-3475,not participating,measle_white,Pharmacy
"18.35679500,-66.25701000",FARMACIA PINA,Carr.861 Km 5.8 Bo. Mucarabones,TOA ALTA,PR,953,787-279-0731,open,small_green,Pharmacy
"18.35679500,-66.25701000",FARMACIA DE JESUS,CALLE MUNOZ RIVERA 27,TOA ALTA,PR,9532424,787-870-0993,open,small_green,Pharmacy
"18.35679500,-66.25701000",Farmacia Nieves,AVE PRINCPAL N 15 URB TOA ALTA HEIGHTS,TOA ALTA,PR,9534744,787-797-7615,not participating,measle_white,Pharmacy
"18.38783100,-66.24917900",FARMACIA SAN JOSE #1,CALLE LUIS MUNOZ RIVERA 25,TOA ALTA,PR,9532418,787-870-1450,open,small_green,Pharmacy
"18.38691600,-66.25383800",PROFESSIONAL DRUG,CALLE 6 B35 URB SAN FERNANDO,TOA ALTA,PR,953,787-870-2935,open,small_green,Pharmacy
"18.35893900,-66.25810800",FARMACIA YARIMAR 2,PLAZA 829 BO ORTIZ Carr. 829 KM 2.0,TOA ALTA,PR,954,787-799-2177,open,small_green,Pharmacy
"18.35679500,-66.25701000",FARMACIA DE TU COMUNIDAD,"CARR.165 KM. 5.8 BO. QUEBRADA CRUZ,",TOA ALTA,PR,953,787-870-6644,open,small_green,Pharmacy
"18.35893900,-66.25810800",WALGREENS #12651,PLAZA AQUARIUM CARR 165 KM 4 7 BO QUEBRADA CRUZ,TOA ALTA,PR,954,787-870-4776,open,small_green,Pharmacy
"18.35679500,-66.25701000",Farmacia Daryan,1000 La Fuente Shopping Center,Toa Alta,PR,9533828,787-288-3050,open,small_green,Pharmacy
"18.38680400,-66.24854500",Farmacia Toa Linda Inc.,Carr 861 ramal 820 bloq C-1 Urb Toa Linda,Toa Alta,PR,953,787-799-2362,open,small_green,Pharmacy
"18.35679500,-66.25701000",Walgreens,Carr PR 167 KM 14.6 Plaza Los Palacios,Toa Alta,PR,953,787-545-3191,open,small_green,Pharmacy
"18.35679500,-66.25701000",Farmacia Jardines Toa Alta,Rio del Plata Mall A-2 c/1 Jardines,Toa Alta,PR,953,787-870-5599,open,small_green,Pharmacy
"18.43191100,-66.19969200",FARMACIA TOA BAJA,LUIS MUNOZ RIVERA NUMBER 17,TOA BAJA,PR,949,787-794-2343,open,small_green,Pharmacy
"18.43191100,-66.19969200",FARMACIA LAGO VISTA INC,AVE BLVD 3386 LEVITTOWN PASEO CARMEN 3385-86,TOA BAJA,PR,949,787-784-4585,open,small_green,Pharmacy
"18.42744100,-66.18203200",FARMACIA PATRIA,CARR 866 KM 35,SABANA SECA TOA BAJA,PR,9521128,787-795-3890,open,small_green,Pharmacy
"18.43191100,-66.19969200",FARMACIA PLAZA 11,CARR 863 KM 0 6 BARRIO PAJAROS CANDELARIA,TOA BAJA,PR,949,787-620-9611,open,small_green,Pharmacy
"18.43205000,-66.18705000",FARMACIA GLADYS INC,AVE RAMON RIOS ROMON STE 112 B,SABANA SECA,PR,952,787-795-1562,open,small_green,Pharmacy
"18.43191100,-66.19969200",FARMACIA COVADONGA INC,AVE DON PELAYO SHOPING DON PELAYO LOCAL 1 Y 2 COVADONGA,TOA BAJA,PR,949,787-740-0000,not participating,measle_white,Pharmacy
"18.43191100,-66.19969200",Farmacia la Amistad Inc,CARR 863 KM 2.0 BO PAJAROS,TOA BAJA,PR,949,787-780-2054,open,small_green,Pharmacy
"18.43191100,-66.19969200",FARMACIA CARIMAS,EB1 CALLE JOSE GAUTIER BENITEZ,TOA BAJA,PR,9492767,787-784-5265,open,small_green,Pharmacy
"18.43191100,-66.19969200",FARMACIA SAN JOSE #2,CARR 865 KM 1 3 BO CAMPANILLA,TOA BAJA,PR,949,787-794-0263,open,small_green,Pharmacy
"18.43191100,-66.19969200",FARMACIA LESMARIE,HA-3 Antonio Paoli Urb. Levitown,TOA BAJA,PR,949,787-784-3225,not participating,measle_white,Pharmacy
"18.42744100,-66.18203200",FARMACIA RECETAS Y MAS,CARR 866 KM 3 4,SABANA SECA,PR,9521074,787-784-1357,open,small_green,Pharmacy
"18.43539000,-66.17624000",FARMACIA MARLENE,CARR 866 KM 1.1 BO CANDELARIA,TOA BAJA,PR,949,787-784-4728,open,small_green,Pharmacy
"18.43191100,-66.19969200",WALGREENS #82,35 LOS DOMINICOS AVE,TOA BAJA,PR,949,787-795-2083,open,small_green,Pharmacy
"18.42753000,-66.25378900",WALGREENS #105,PR#2 LAS COLINAS AVE,TOA BAJA,PR,951,787-779-8385,open,small_green,Pharmacy
"18.43191100,-66.19969200",WALMART PHARMACY 10-3670,LOS DOMINICOS ESQ SABANA SECA,TOA BAJA,PR,949,787-261-0400,open,small_green,Pharmacy
"18.43191100,-66.19969200",WALGREENS #12658,CC DAVIDSON PLAZA LEVITTOWN,TOA BAJA,PR,949,787-795-7224,open,small_green,Pharmacy
"18.43191100,-66.19969200",Farmacia Candelaria,Carr. 865 Km. 4.3 # 88 Candelaria Arena,Toa Baja,PR,949,787-261-9191,open,small_green,Pharmacy
"18.43191100,-66.19969200",Wal-Mart Pharmacy 10-2346,Carretera PR-d Interseccion PR-165 y PR-22  Km 22.4,Toa Baja,PR,949,787-641-5650,open,small_green,Pharmacy
"18.43191100,-66.19969200",CVS Pharmacy,60 Ave Los Dominicos,Toa Baja,PR,9494724,787-795-8630,open,small_green,Pharmacy
"18.43191100,-66.19969200",Prestamo Pharmacy,Principal 867 Km 5.4 #204 Bo. Ingenio,Toa Baja,PR,949,787-626-3219,open,small_green,Pharmacy
"18.43191100,-66.19969200",FARMACIA CARIMAS #3,AVE. SABANA SECA CALLE DEL CARMEN SOLAR 2021 LEVITTOWN STATION,TOA BAJA,PR,949,787-753-6702,open,small_green,Pharmacy
"18.33813300,-65.98922900",FARMACIA ROUND HILL,CENTRO COMERCIAL URB ROUND HILL ROUND HILL SHOPPING CENTER,TRUJILLO ALTO,PR,976,787-761-0005,not participating,measle_white,Pharmacy
"18.37500500,-66.00068500",FARMACIA LA FE,CALLE MUNOZ RIVERA 12,TRUJILLO ALTO,PR,976,787-761-0210,open,small_green,Pharmacy
"18.33813300,-65.98922900",FARMACIA ARLIVON,CTRO COM CUIDAD UNIVERSITARIA,TRUJILLO ALTO,PR,976,787-761-2645,not participating,measle_white,Pharmacy
"18.33813300,-65.98922900",FARMACIA FAIR VIEW,CENTRO COMERCIAL URB FAIR VIEW CARR 845 RIO PIEDRAS,SAN JUAN,PR,976,787-760-0024,open,small_green,Pharmacy
"18.36800500,-66.01183200",FARMACIA SAN JUSTO,CARR 848 CENTRO 4 PLAZA EXPRESO TRUJILLO ALTO INTERSCCION,SAINT JUST,PR,978,787-755-1085,open,small_green,Pharmacy
"18.33813300,-65.98922900",Farmacia El Conquistador,CENTRO COMERCIAL EL CONQUISTADOR CARR 175 KM 3.8,TRUJILLO ALTO,PR,976,787-755-2060,open,small_green,Pharmacy
"18.37500500,-66.00068500",FARMACIA CANEY,CALLE ARUSIBO A 9 URB CANEY,TRUJILLO ALTO,PR,976,787-755-7845,not participating,measle_white,Pharmacy
"18.36514200,-66.00817600",FARMACIA DOS BOCAS,CARR 181 KM 9 1 BO DOS BOCAS,TRUJILLO ALTO,PR,976,787-283-1920,open,small_green,Pharmacy
"18.36514200,-66.00817600",KMART PHARMACY4494,"Carr. 181, Km 3.5, Trujillo Alto Plaza",TRUJILLO ALTO,PR,9763699,787-755-7710,not participating,measle_white,Pharmacy
"18.36514200,-66.00817600",WALGREENS,PR 181 AND PR 850,TRUJILLO ALTO,PR,976,787-283-3545,open,small_green,Pharmacy
"18.33813300,-65.98922900",WALGREENS #12665,PLAZA ENCANTADA URB ENCANTADA CARR 181,TRUJILLO ALTO,PR,976,787-748-0013,open,small_green,Pharmacy
"18.33813300,-65.98922900",FARMACIA REY #17,CARR 852 KM 0.1 INTERSECCION CARR. 181 PR BO DOS BOCAS,TRUJILLO ALTO,PR,976,787-292-7993,open,small_green,Pharmacy
"18.33813300,-65.98922900",NeoMed Center Trujillo Alto,Urb. Lago Alto calle Carite #130,Trujillo Alto,PR,976,787-748-0450,open,small_green,Pharmacy
"18.36800500,-66.01183200",AHF Pharmacy,State Road 848 KM 1.0 Saint Just,Trujillo Alto,PR,978,323-860-5241,not participating,measle_white,Pharmacy
"18.25002700,-66.69895700",Farmacia Cintron,Calle Dr. Cueto # 74,UTUADO,PR,641,787-894-2190,open,small_green,Pharmacy
"18.25002700,-66.69895700",FARMACIA MAESTRE INC,21 BARCELO ST,UTUADO,PR,641,787-894-2075,open,small_green,Pharmacy
"18.25002700,-66.69895700",FARMACIA ANNETTE,URB CABRERA LOTE 5 SALTO ARRIBA,UTUADO,PR,641,787-894-6555,not participating,measle_white,Pharmacy
"18.25002700,-66.69895700",SUPER FARMACIA CAGUANA,ROAD 111 KM 52.7 BO CAGUANA,UTUADO,PR,641,787-894-8283,open,small_green,Pharmacy
